"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Cal Ripken","1010978","Orioles","SS","717","","10.5710754394531","10.6"
"Roger Clemens","815","Red Sox","P","","271.1","8.49907398223877","8.5"
"Barry Bonds","1109","Pirates","LF","634","","7.771399974823","7.8"
"Frank Thomas","255","White Sox","1B/DH","700","","7.24591684341431","7.2"
"Ken Griffey Jr.","327","Mariners","CF","633","","6.91855573654175","6.9"
"David Cone","1680","Mets","P","","232.2","6.52464246749878","6.5"
"Ryne Sandberg","1011411","Cubs","2B","684","","6.42226552963257","6.4"
"Devon White","1013862","Blue Jays","CF","715","","6.3806586265564","6.4"
"Jose Rijo","349","Reds","P","","204.1","6.10794115066528","6.3"
"Greg Maddux","104","Cubs","P","","263.0","5.84707355499268","6.3"
"Terry Pendleton","1010157","Braves","3B","644","","6.25707006454468","6.3"
"Tom Glavine","90","Braves","P","","246.2","5.43333435058594","6.1"
"Wade Boggs","1001124","Red Sox","3B","641","","6.06345844268799","6.1"
"Lou Whitaker","1013846","Tigers","2B","572","","6.05808734893799","6.1"
"Barry Larkin","335","Reds","SS","527","","6.03545618057251","6.0"
"Julio Franco","87","Rangers","2B","659","","5.93839406967163","5.9"
"Greg Swindell","76","Indians","P","","238.0","5.89360618591309","5.9"
"Rafael Palmeiro","1266","Rangers","1B","714","","5.87051296234131","5.9"
"Tom Candiotti","1001911","- - -","P","","238.0","5.83079290390015","5.8"
"Edgar Martinez","1086","Mariners","3B","642","","5.73286390304565","5.7"
"Mickey Tettleton","1012939","Tigers","C","608","","5.57368326187134","5.6"
"Jim Abbott","1000012","Angels","P","","243.0","5.51972436904907","5.5"
"Chris Sabo","1011357","Reds","3B","640","","5.44704294204712","5.4"
"Robin Ventura","854","White Sox","3B","705","","5.42162275314331","5.4"
"Jimmy Key","1006885","Blue Jays","P","","209.1","5.30438041687012","5.3"
"Jose Canseco","1001918","Athletics","RF","665","","5.27232265472412","5.3"
"Paul O'Neill","1009818","Reds","RF","607","","5.25575256347656","5.3"
"Paul Molitor","1009040","Brewers","1B/DH","749","","5.22164106369019","5.2"
"Jack McDowell","1008473","White Sox","P","","253.2","5.21190929412842","5.2"
"Tony Gwynn","1005166","Padres","RF","569","","5.10260772705078","5.1"
"Will Clark","1002318","Giants","1B","622","","5.06815719604492","5.1"
"Ozzie Smith","1012186","Cardinals","SS","641","","5.06596565246582","5.1"
"Matt Williams","77","Giants","3B","635","","5.00428342819214","5.0"
"Zane Smith","1012218","Pirates","P","","228.0","4.6274299621582","5.0"
"John Kruk","1007184","Phillies","1B","615","","4.93058109283447","4.9"
"Shane Mack","1007928","Twins","RF/CF/LF","489","","4.90841436386108","4.9"
"Dave Henderson","1005630","Athletics","CF","637","","4.87631893157959","4.9"
"Nolan Ryan","1011348","Rangers","P","","173.0","4.86081838607788","4.9"
"Tony Phillips","1010300","Tigers","3B","655","","4.76984930038452","4.8"
"Ruben Sierra","1099","Rangers","RF","726","","4.76258373260498","4.8"
"Kevin Appier","3","Royals","P","","207.2","4.73331689834595","4.7"
"Brett Butler","1001772","Dodgers","CF","730","","4.73192739486694","4.7"
"Bobby Bonilla","1001168","Pirates","3B/RF","680","","4.69416093826294","4.7"
"Robby Thompson","1013023","Giants","2B","573","","4.6302752494812","4.6"
"Kevin Tapani","1012824","Twins","P","","244.0","4.56574678421021","4.6"
"Joe Carter","1002018","Blue Jays","RF/LF","706","","4.55906200408936","4.6"
"Dwight Gooden","1004852","Mets","P","","190.0","3.99370932579041","4.5"
"Mike Devereaux","1003242","Orioles","CF","668","","4.49872016906738","4.5"
"Steve Finley","54","Astros","RF/CF","656","","4.4818000793457","4.5"
"Danny Tartabull","1012829","Royals","RF","557","","4.45742177963257","4.5"
"Jay Bell","48","Pirates","SS","697","","4.42393350601196","4.4"
"Bret Saberhagen","1011355","Royals","P","","196.1","4.35115051269531","4.4"
"Roberto Alomar","860","Blue Jays","2B","719","","4.32638216018677","4.3"
"Jeff Bagwell","547","Astros","1B","650","","4.26804256439209","4.3"
"Dennis Martinez","1008161","Expos","P","","222.0","4.19672966003418","4.3"
"Scott Sanderson","1011422","Yankees","P","","208.0","4.23342037200928","4.2"
"Darryl Strawberry","1012606","Dodgers","RF","588","","4.21431398391724","4.2"
"Terry Mulholland","665","Phillies","P","","232.0","4.57964468002319","4.1"
