"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Al Rosen","1011208","Indians","3B","688","","9.09857082366943","9.1"
"Duke Snider","1012230","Dodgers","CF","680","","8.77910804748535","8.8"
"Eddie Mathews","1008236","Braves","3B","681","","8.65155601501465","8.7"
"Robin Roberts","1011046","Phillies","P","","346.2","8.39824867248535","8.5"
"Roy Campanella","1001871","Dodgers","C","590","","7.68972635269165","7.7"
"Stan Musial","1009405","Cardinals","LF","698","","7.50260400772095","7.5"
"Warren Spahn","1012299","Braves","P","","265.2","6.21157026290894","6.5"
"Harvey Haddix","1005184","Cardinals","P","","253.0","5.4992561340332","6.5"
"Jackie Robinson","1011070","Dodgers","3B/LF","574","","6.02202033996582","6.0"
"Red Schoendienst","1011600","Cardinals","2B","627","","5.88698291778564","5.9"
"Mickey Vernon","1013416","Senators","1B","679","","5.43718290328979","5.4"
"Yogi Berra","1000898","Yankees","C","557","","5.40598726272583","5.4"
"Richie Ashburn","1000335","Phillies","CF","702","","5.36872625350952","5.4"
"Ray Boone","1001189","- - -","3B/SS","582","","5.35920071601868","5.4"
"Carl Erskine","1003816","Dodgers","P","","246.2","5.40764808654785","5.3"
"Mike Garcia","1004505","Indians","P","","271.2","4.60259389877319","5.1"
"Solly Hemus","1005627","Cardinals","SS","690","","5.08225870132446","5.1"
"Alex Kellner","1006785","Athletics","P","","201.2","4.83966827392578","5.1"
"Larry Doby","1003346","Indians","CF","617","","4.97103404998779","5.0"
"Mickey Mantle","1008082","Yankees","CF","540","","4.89192628860474","4.9"
"Eddie Yost","1014357","Senators","3B","713","","4.83335542678833","4.8"
"Virgil Trucks","1013203","- - -","P","","264.1","4.56444871425629","4.8"
"Monte Irvin","1006275","Giants","LF","502","","4.71531391143799","4.7"
"Mel Parnell","1010017","Red Sox","P","","241.0","4.41758632659912","4.6"
"Minnie Minoso","1008984","White Sox","LF","655","","4.61127614974976","4.6"
"Hank Thompson","1013012","Giants","3B","454","","4.57964181900024","4.6"
"Carl Furillo","1004409","Dodgers","RF","518","","4.45781946182251","4.5"
"Vinegar Bend Mizell","1009015","Cardinals","P","","224.1","5.12650012969971","4.5"
"Pee Wee Reese","1010776","Dodgers","SS","625","","4.40686368942261","4.4"
"Curt Simmons","1011980","Phillies","P","","238.0","4.82949590682983","4.4"
"Gus Zernial","1014432","Athletics","LF","617","","4.35954189300537","4.4"
"Gil Hodges","1005883","Dodgers","1B","598","","4.3549656867981","4.4"
"Mickey McDermott","1008448","Red Sox","P","","206.1","3.54029154777527","4.3"
"Ted Kluszewski","1007020","Reds","1B","629","","4.32178688049316","4.3"
"Paul Minner","1008980","Cubs","P","","201.0","4.04758453369141","4.3"
"Don Larsen","1007359","Browns","P","","192.2","3.89433670043945","4.2"
"Bob Porterfield","1010445","Senators","P","","255.0","3.09629058837891","4.2"
"Early Wynn","1014309","Indians","P","","251.2","3.03560495376587","4.1"
"Bob Lemon","1007517","Indians","P","","286.2","3.0753812789917","4.1"
"Gus Bell","1000809","Reds","CF","665","","3.96534109115601","4.0"
"Billy Pierce","1010326","White Sox","P","","271.1","5.11658716201782","3.9"
"Gene Woodling","1014228","Yankees","LF","482","","3.89853048324585","3.9"
"Jim Gilliam","1004724","Dodgers","2B","710","","3.8798999786377","3.9"
"Alvin Dark","1002987","Giants","SS","693","","3.93411040306091","3.8"
"Granny Hamner","1005286","Phillies","2B/SS","646","","3.67203426361084","3.7"
"George Kell","1006783","Red Sox","3B","520","","3.49926686286926","3.5"
"Gil McDougald","1008471","Yankees","3B","614","","3.42286658287048","3.4"
"Johnny Logan","1007705","Braves","SS","668","","3.31677770614624","3.3"
"Harvey Kuenn","1007200","Tigers","SS","731","","3.3017213344574","3.3"
"Phil Rizzuto","1011011","Yankees","SS","506","","3.19756817817688","3.2"
"Hank Bauer","1000679","Yankees","RF","503","","3.16473937034607","3.2"
"Sherm Lollar","1007714","White Sox","C","396","","3.10807323455811","3.1"
"Jim Delsing","1003183","Tigers","CF","552","","3.08841037750244","3.1"
"Sid Gordon","1004877","Braves","LF","541","","3.03229570388794","3.0"
"Hal Brown","1001520","Red Sox","P","","166.1","2.36947083473206","3.0"
"Jim Busby","1001742","Senators","CF","635","","2.96489882469177","3.0"
"Johnny Antonelli","1000277","Braves","P","","175.1","2.97208118438721","2.9"
"Johnny Sain","1011373","Yankees","P","","189.0","2.29996728897095","2.9"
"Ralph Kiner","1006923","- - -","LF","666","","2.84383130073547","2.8"
"Del Crandall","1002729","Braves","C","420","","2.76528406143188","2.8"
