"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Lou Gehrig","1004598","Yankees","1B","690","","10.6964540481567","10.7"
"Jimmie Foxx","1004285","Athletics","1B","652","","8.76443481445313","8.8"
"Charlie Gehringer","1004596","Tigers","2B","708","","8.52907657623291","8.5"
"Mel Ott","1009904","Giants","RF","671","","7.28305387496948","7.3"
"Dizzy Dean","1003106","Cardinals","P","","311.2","6.58695840835571","7.1"
"Arky Vaughan","1013377","Pirates","SS","660","","7.03455257415771","7.0"
"Earl Averill","1000378","Indians","CF","702","","6.72857093811035","6.7"
"Ripper Collins","1002464","Cardinals","1B","662","","6.65395069122314","6.7"
"Schoolboy Rowe","1011259","Tigers","P","","266.0","5.33557462692261","6.5"
"Hank Greenberg","1004996","Tigers","1B","667","","6.50032997131348","6.5"
"Paul Waner","1013597","Pirates","RF","677","","6.32376623153687","6.3"
"Bill Terry","1012927","Giants","1B","683","","5.91396570205688","5.9"
"Billy Werber","1013783","Red Sox","3B","716","","5.49928379058838","5.5"
"Van Mungo","1009321","Dodgers","P","","315.1","5.0451807975769","5.5"
"Hal Trosky","1013190","Indians","1B","685","","5.3757905960083","5.4"
"Curt Davis","1003043","Phillies","P","","274.1","5.4027624130249","5.3"
"Babe Ruth","1011327","Yankees","RF/LF","471","","5.23985815048218","5.2"
"Wes Ferrell","1004010","Red Sox","P","","181.0","4.23384571075439","5.2"
"Carl Hubbell","1006123","Giants","P","","313.0","5.14738988876343","5.1"
"Len Koenecke","1007076","Dodgers","CF","536","","5.00471782684326","5.0"
"Paul Derringer","1003224","Reds","P","","261.0","4.83909130096436","4.9"
"Wally Berger","1000875","Braves","CF","668","","4.87253665924072","4.9"
"Larry French","1004338","Pirates","P","","263.2","4.80240058898926","4.8"
"Billy Rogell","1011128","Tigers","SS","679","","4.72848749160767","4.7"
"Lon Warneke","1013637","Cubs","P","","291.1","4.76160383224487","4.7"
"Al Simmons","1011978","White Sox","LF","613","","4.65717029571533","4.7"
"Mel Harder","1005339","Indians","P","","255.1","4.92438268661499","4.6"
"Bob Johnson","1006428","Athletics","LF","609","","4.59086561203003","4.6"
"Heinie Manush","1008089","Senators","LF","605","","4.45394468307495","4.5"
"Lefty Gomez","1004821","Yankees","P","","281.2","4.82315731048584","4.3"
"Hal Schumacher","1011648","Giants","P","","297.0","3.19378185272217","4.1"
"Sam Leslie","1007559","Dodgers","1B","621","","4.12123012542725","4.1"
"Freddie Fitzsimmons","1004122","Giants","P","","263.1","3.59218955039978","4.1"
"Zeke Bonura","1001176","White Sox","1B","575","","4.06962633132935","4.1"
"Paul Dean","1003110","Cardinals","P","","233.1","3.87162518501282","4.1"
"Ben Chapman","1002141","Yankees","CF/LF","666","","4.02522468566895","4.0"
"Monte Pearson","1010111","Indians","P","","254.2","3.35020327568054","4.0"
"Kiki Cuyler","1002914","Cubs","CF","607","","3.90043592453003","3.9"
"Mickey Cochrane","1002384","Tigers","C","524","","3.86963438987732","3.9"
"Tommy Bridges","1001421","Tigers","P","","275.0","4.42036294937134","3.9"
"Tex Carleton","1001953","Cardinals","P","","240.2","3.72789239883423","3.8"
"Buddy Myer","1009415","Senators","2B","636","","3.83538746833801","3.8"
"Gabby Hartnett","1005458","Cubs","C","487","","3.79345774650574","3.8"
"Travis Jackson","1006314","Giants","SS","574","","3.78214192390442","3.8"
"Pinky Higgins","1005793","Athletics","3B","606","","3.76458978652954","3.8"
"Johnny Marcum","1008103","Athletics","P","","232.0","3.30382633209229","3.7"
"Joe Cronin","1002796","Senators","SS","567","","3.69752311706543","3.7"
"Joe Medwick","1008719","Cardinals","LF","646","","3.65093970298767","3.7"
"Waite Hoyt","1006115","Pirates","P","","190.2","3.68379139900208","3.6"
"Jo-Jo Moore","1009117","Giants","LF","617","","3.63354134559631","3.6"
"Buzz Boyle","1001285","Dodgers","RF","529","","3.60073757171631","3.6"
"Tony Lazzeri","1007422","Yankees","2B","514","","3.58983469009399","3.6"
"Earl Whitehill","1013866","Senators","P","","235.0","3.2075879573822","3.6"
"Bill Dickey","1003271","Yankees","C","438","","3.47936630249023","3.5"
"Billy Urbanski","1013296","Braves","SS","677","","3.46496415138245","3.5"
"Chuck Klein","1006991","Cubs","LF","485","","3.3783130645752","3.4"
"Red Ruffing","1011296","Yankees","P","","256.1","2.83483338356018","3.4"
"Dick Bartell","1000621","Phillies","SS","686","","3.2437801361084","3.2"
"Willis Hudlin","1006132","Indians","P","","195.0","2.99059295654297","3.2"
"John Stone","1012568","Senators","RF","483","","3.15950274467468","3.2"
"Marv Owen","1009918","Tigers","3B","637","","3.1471164226532","3.1"
"Bill DeLancey","1003164","Cardinals","C","295","","3.13313245773315","3.1"
"Johnny Moore","1009116","- - -","RF","548","","3.09633406996727","3.1"
"Elden Auker","1000366","Tigers","P","","205.0","3.36986517906189","3.1"
"Odell Hale","1005224","Indians","2B","616","","3.04238367080688","3.0"
"Frankie Crosetti","1002802","Yankees","SS","632","","3.03843593597412","3.0"
"Bobo Newsom","1009546","Browns","P","","262.1","3.42082476615906","3.0"
"George Blaeholder","1001025","Browns","P","","234.1","3.7267951965332","3.0"
"Frankie Frisch","1004364","Cardinals","2B","606","","2.95233964920044","3.0"
"Chick Hafey","1005191","Reds","CF","596","","2.93076705932617","2.9"
"Benny Frey","1004342","Reds","P","","245.1","2.90879774093628","2.9"
"Billy Herman","1005692","Cubs","2B","501","","2.9025616645813","2.9"
"Sam West","1013813","Browns","CF","554","","2.80206251144409","2.8"
"Ethan Allen","1000139","Phillies","CF/LF","633","","2.79630661010742","2.8"
"Lonny Frey","1004343","Dodgers","SS","556","","2.77585935592651","2.8"
"Danny Taylor","1012865","Dodgers","LF","476","","2.76365947723389","2.8"
"Goose Goslin","1004893","Tigers","LF","686","","2.69374775886536","2.7"
"Woody English","1003785","Cubs","3B/SS","475","","2.69210076332092","2.7"
