"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Cal Ripken","1010978","Orioles","SS","716","","9.75612545013428","9.8"
"Dwight Gooden","1004852","Mets","P","","218.0","8.25854301452637","8.4"
"Ryne Sandberg","1011411","Cubs","2B","700","","7.97315740585327","8.0"
"Mike Schmidt","1011586","Phillies","3B","632","","7.14195823669434","7.1"
"Gary Carter","1002015","Expos","C","669","","7.13545703887939","7.1"
"Lloyd Moseby","1009238","Blue Jays","CF","688","","6.94128847122192","6.9"
"Alan Trammell","1013157","Tigers","SS","626","","6.863196849823","6.9"
"Eddie Murray","1009386","Orioles","1B","705","","6.79808187484741","6.8"
"Tim Raines","1406","Expos","CF","718","","6.67924356460571","6.7"
"Buddy Bell","1000799","Rangers","3B","630","","6.53657913208008","6.5"
"Rick Sutcliffe","1012734","- - -","P","","244.2","5.99341630935669","6.5"
"Tony Gwynn","1005166","Padres","RF","675","","6.32060384750366","6.3"
"Chet Lemon","1007518","Tigers","CF","573","","6.20063543319702","6.2"
"Don Mattingly","1008261","Yankees","1B","662","","6.06900644302368","6.1"
"Wade Boggs","1001124","Red Sox","3B","726","","5.97296857833862","6.0"
"Mike Witt","1014174","Angels","P","","246.2","5.86274242401123","5.9"
"Fernando Valenzuela","1013327","Dodgers","P","","261.0","5.20666694641113","5.8"
"Keith Hernandez","1005706","Mets","1B","657","","5.69366455078125","5.7"
"Dave Stieb","1012532","Blue Jays","P","","267.0","5.5998010635376","5.6"
"Rick Rhoden","1010887","Pirates","P","","238.1","4.32650852203369","5.6"
"Jose Cruz","1002841","Astros","LF","685","","5.59613561630249","5.6"
"Dale Murphy","1009355","Braves","CF","691","","5.56766271591187","5.6"
"Kent Hrbek","1006117","Twins","1B","635","","5.56316757202148","5.6"
"Rickey Henderson","194","Athletics","LF","597","","5.52915906906128","5.5"
"Alvin Davis","1003033","Mariners","1B","678","","5.32874202728271","5.3"
"Dwight Evans","1003865","Red Sox","RF","738","","5.31298351287842","5.3"
"Robin Yount","1014396","Brewers","SS","702","","5.2902979850769","5.3"
"Doyle Alexander","1000122","Blue Jays","P","","261.2","5.00963449478149","5.0"
"Bert Blyleven","1001098","Indians","P","","245.0","4.98399877548218","5.0"
"Tony Pena","1010153","Pirates","C","592","","4.96911430358887","5.0"
"Kevin McReynolds","1008690","Padres","CF","571","","4.83602476119995","4.8"
"Dave Winfield","1014127","Yankees","RF","626","","4.82109975814819","4.8"
"Harold Baines","1000434","White Sox","RF","629","","4.80991697311401","4.8"
"Kirk Gibson","1004669","Tigers","RF","611","","4.73885297775269","4.7"
"Storm Davis","1003080","Orioles","P","","225.0","4.73199653625488","4.7"
"Gary Ward","1013611","Rangers","CF/LF","659","","4.71324872970581","4.7"
"Johnny Ray","1010727","Pirates","2B","603","","4.69673919677734","4.7"
"Alejandro Pena","1010140","Dodgers","P","","199.1","4.69587278366089","4.6"
"Chili Davis","1003041","Giants","RF/CF","546","","4.61488246917725","4.6"
"Mark Langston","1007323","Mariners","P","","225.0","4.37289810180664","4.4"
"Orel Hershiser","1005741","Dodgers","P","","189.2","3.96982836723328","4.3"
"Jerry Koosman","1007103","Phillies","P","","224.0","4.68945121765137","4.3"
"Bud Black","1001007","Royals","P","","257.0","4.26313734054565","4.3"
"Dan Petry","1010246","Tigers","P","","233.1","4.23512268066406","4.2"
"Dwayne Murphy","1009359","Athletics","CF","647","","4.20989894866943","4.2"
"Steve Carlton","1001964","Phillies","P","","229.0","3.88247561454773","4.2"
"Frank White","1013872","Royals","2B","515","","4.20898008346558","4.2"
"Mike Moore","1009122","Mariners","P","","212.0","4.2037558555603","4.2"
"Rick Mahler","1007988","Braves","P","","222.0","3.37913227081299","4.2"
"Von Hayes","1005531","Phillies","CF","622","","4.13430261611938","4.1"
"Jim Beattie","1000731","Mariners","P","","211.0","4.09304618835449","4.1"
"Ozzie Smith","1012186","Cardinals","SS","484","","4.04770517349243","4.0"
"Jack Morris","1009211","Tigers","P","","240.1","3.97060513496399","4.0"
"Mike Easler","1003635","Red Sox","DH","666","","3.95391082763672","4.0"
"George Vukovich","1013462","Indians","RF","474","","3.94209861755371","3.9"
"Tim Wallach","1013554","Expos","3B","643","","3.88905882835388","3.9"
"Fred Lynn","1007872","Angels","RF/CF","600","","3.87090826034546","3.9"
"Nolan Ryan","1011348","Astros","P","","183.2","3.9750280380249","3.8"
"Willie Wilson","1014113","Royals","CF","588","","3.77403855323792","3.8"
"Phil Niekro","1009583","Yankees","P","","215.2","3.77276992797852","3.8"
"Rich Gedman","1004592","Red Sox","C","486","","3.77041530609131","3.8"
"Bob Brenly","1001386","Giants","C","567","","3.76404714584351","3.8"
"Lou Whitaker","1013846","Tigers","2B","629","","3.76130270957947","3.8"
"Carmelo Martinez","1008157","Padres","LF","570","","3.73865675926208","3.7"
"Danny Darwin","1002996","Rangers","P","","223.2","3.72059345245361","3.7"
"Tim Teufel","1012940","Twins","2B","652","","3.71896815299988","3.7"
"Carney Lansford","1007331","Athletics","3B","651","","3.68637323379517","3.7"
"Oil Can Boyd","1001279","Red Sox","P","","197.2","3.64361786842346","3.6"
"Geoff Zahn","1014410","Angels","P","","199.1","3.63177442550659","3.6"
"Milt Wilcox","1013939","Tigers","P","","193.2","3.58646583557129","3.6"
"Willie McGee","1008513","Cardinals","CF","604","","3.58109521865845","3.6"
"Mike Boddicker","1001111","Orioles","P","","261.1","3.59136033058167","3.6"
"Scott Sanderson","1011422","Cubs","P","","140.2","3.64515018463135","3.6"
"Frank Viola","1013435","Twins","P","","257.2","3.50019431114197","3.5"
"Leon Durham","1003592","Cubs","1B","548","","3.49457502365112","3.5"
"Joaquin Andujar","1000266","Cardinals","P","","261.1","3.14753246307373","3.5"
"Mike Scioscia","1011667","Dodgers","C","399","","3.47127342224121","3.5"
"Willie Randolph","1010694","Yankees","2B","664","","3.45964956283569","3.5"
"Roger Clemens","815","Red Sox","P","","133.1","3.41013264656067","3.4"
"Lee Lacy","1007243","Pirates","RF/LF","520","","3.3758499622345","3.4"
"Bill Doran","1003406","Astros","2B","626","","3.31850171089172","3.3"
"John Candelaria","1001909","Pirates","P","","185.1","3.25045323371887","3.3"
"Jim Sundberg","1012724","Brewers","C","395","","3.30740714073181","3.3"
"Kirby Puckett","1010557","Twins","CF","583","","3.30319380760193","3.3"
"Brian Downing","1003451","Angels","LF","628","","3.29636788368225","3.3"
"John Butcher","1001762","Twins","P","","225.0","3.29212665557861","3.3"
"Dan Gladden","1004750","Giants","CF","384","","3.28261804580688","3.3"
"Don Sutton","1012745","Brewers","P","","212.2","3.27086210250854","3.3"
"Jeffrey Leonard","1007535","Giants","LF","566","","3.25790214538574","3.3"
"Steve Trout","1013197","Cubs","P","","190.0","3.37022137641907","3.3"
"Willie Hernandez","1005714","Tigers","P","","140.1","3.24003648757935","3.2"
"Jim Rice","1010897","Red Sox","LF","708","","3.20407247543335","3.2"
"Ozzie Virgil","1013439","Phillies","C","512","","3.19152402877808","3.2"
"George Bell","1000808","Blue Jays","RF/LF","641","","3.16668248176575","3.2"
"Tom Seaver","1011708","White Sox","P","","236.2","3.16252565383911","3.2"
"Charlie Hough","1006050","Rangers","P","","266.0","3.14868211746216","3.1"
"Phil Garner","1004541","Astros","2B/3B","430","","3.13883519172668","3.1"
"Marty Barrett","1000599","Red Sox","2B","526","","3.09341430664063","3.1"
"Pete O'Brien","1009700","Rangers","1B","581","","3.0847475528717","3.1"
"Juan Samuel","1011400","Phillies","2B","737","","3.07643342018127","3.1"
"Darryl Strawberry","1012606","Mets","RF","602","","3.05574345588684","3.1"
"Moose Haas","1005172","Brewers","P","","189.1","3.05046844482422","3.1"
"Andre Thornton","1013037","Indians","DH","689","","3.0330605506897","3.0"
"George Brett","1001400","Royals","3B","422","","2.99775314331055","3.0"
"Dave Collins","1002449","Blue Jays","LF","492","","2.99031066894531","3.0"
"Lance Parrish","1010021","Tigers","C","629","","2.97467947006226","3.0"
"La Marr Hoyt","1006114","White Sox","P","","235.2","2.93876624107361","2.9"
"Mookie Wilson","1014096","Mets","CF","619","","2.920241355896","2.9"
"Jay Howell","1006098","Yankees","P","","103.2","2.91881036758423","2.9"
"Dennis Eckersley","1003660","- - -","P","","225.0","3.21299570798874","2.9"
"Jesse Barfield","1000537","Blue Jays","RF","360","","2.91497659683228","2.9"
"Gary Gaetti","1004422","Twins","3B","644","","2.90046453475952","2.9"
"Darryl Motley","1009260","Royals","RF/LF","557","","2.89179468154907","2.9"
"Mario Soto","1012289","Reds","P","","237.1","2.49218535423279","2.9"
"Ray Fontenot","1004207","Yankees","P","","169.1","2.87146878242493","2.9"
"John Tudor","1013215","Pirates","P","","212.0","2.49923872947693","2.9"
"John Denny","1003210","Phillies","P","","154.1","2.72972369194031","2.8"
"Ron Guidry","1005124","Yankees","P","","195.2","2.78466153144836","2.8"
"Brett Butler","1001772","Indians","CF","709","","2.77323436737061","2.8"
"Mickey Hatcher","1005488","Twins","LF","624","","2.75966644287109","2.8"
"Tony Armas","1000305","Red Sox","CF","679","","2.75928473472595","2.8"
"Bob Ojeda","1009756","Red Sox","P","","216.2","2.75660014152527","2.8"
"Gary Matthews","1008255","Cubs","LF","608","","2.75587940216064","2.8"
"Mark Gubicza","1005115","Royals","P","","189.0","2.74280500411987","2.7"
"Ron Romanick","1011168","Angels","P","","229.2","2.73044395446777","2.7"
"Tom Brunansky","1001589","Twins","RF","628","","2.71849846839905","2.7"
"Butch Wynegar","1014308","Yankees","C","512","","2.71790933609009","2.7"
"Wayne Gross","1005091","Orioles","3B","414","","2.71458745002747","2.7"
"Mike Smithson","1012181","Twins","P","","252.0","2.71198773384094","2.7"
"Greg Walker","1013520","White Sox","1B","482","","2.65450215339661","2.7"
"Scott Fletcher","1004155","White Sox","SS","521","","2.64948964118958","2.6"
"Doug DeCinces","1003123","Angels","3B","612","","2.64741444587708","2.6"
"Mike Mason","1008221","Rangers","P","","184.1","2.62452054023743","2.6"
"Steve Balboni","1000473","Royals","1B","488","","2.61766052246094","2.6"
"Dave Righetti","1010958","Yankees","P","","96.1","2.60900402069092","2.6"
"Jerry Mumphrey","1009314","Astros","CF","586","","2.60292625427246","2.6"
"Claudell Washington","1013654","Braves","RF","479","","2.59086799621582","2.6"
"Willie Upshaw","1013293","Blue Jays","1B","635","","2.58792614936829","2.6"
"Jody Davis","1003060","Cubs","C","579","","2.58078575134277","2.6"
"Andre Dawson","1003091","Expos","RF","583","","2.55140399932861","2.6"
"Dave LaPoint","1007338","Cardinals","P","","193.0","3.01384258270264","2.5"
"Glenn Hubbard","1006120","Braves","2B","461","","2.53843593597412","2.5"
"Bruce Berenyi","1000864","- - -","P","","166.0","2.45116484165192","2.5"
"Larry McWilliams","1008700","Pirates","P","","227.1","2.94702982902527","2.5"
"Julio Cruz","1002842","White Sox","2B","469","","2.50538206100464","2.5"
"Bob Welch","1013750","Dodgers","P","","178.2","2.79411935806274","2.5"
"Jose DeLeon","1003168","Pirates","P","","192.1","2.94595909118652","2.5"
"Pascual Perez","1010185","Braves","P","","211.2","2.60868692398071","2.5"
"Hubie Brooks","1001472","Mets","3B","613","","2.45354127883911","2.5"
"Don Baylor","1000700","Yankees","DH","558","","2.45165419578552","2.5"
"Terry Puhl","1010562","Astros","RF","519","","2.43610310554504","2.4"
"Bob Dernier","1003220","Cubs","CF","612","","2.43170976638794","2.4"
"Ruppert Jones","1006588","Tigers","CF/LF","237","","2.41631531715393","2.4"
"Chris Bando","1000504","Indians","C","260","","2.41305875778198","2.4"
"Jack Perconte","1010177","Mariners","2B","688","","2.39498424530029","2.4"
"Dave Kingman","1006939","Athletics","DH","613","","2.38929677009583","2.4"
"Alan Wiggins","1013931","Padres","2B","692","","2.37525415420532","2.4"
"Jack Clark","1002288","Giants","RF","249","","2.36256337165833","2.4"
"George Foster","1004250","Mets","LF","595","","2.35871386528015","2.4"
"Tim Corcoran","1002621","Phillies","1B","248","","2.35750985145569","2.4"
"Mike Flanagan","1004133","Orioles","P","","226.2","2.35644912719727","2.4"
"Sixto Lezcano","1007593","Phillies","RF","294","","2.33789467811584","2.3"
"Cliff Johnson","1006437","Blue Jays","DH","415","","2.33628630638123","2.3"
"Pedro Guerrero","1005120","Dodgers","3B","594","","2.31261157989502","2.3"
"Rance Mulliniks","1009309","Blue Jays","3B","379","","2.30958104133606","2.3"
"Juan Beniquez","1000833","Angels","RF/LF","382","","2.3039333820343","2.3"
"Luis Leal","1007431","Blue Jays","P","","222.1","2.27669596672058","2.3"
"Mike Young","1014386","Orioles","RF/LF","470","","2.24169492721558","2.2"
"Len Barker","1000546","Braves","P","","126.1","2.33558464050293","2.2"
"Bryn Smith","1012104","Expos","P","","179.0","2.0647189617157","2.2"
"Duane Walker","1013513","Reds","LF","231","","2.21084213256836","2.2"
"Don Robinson","1011061","Pirates","P","","122.0","2.03829765319824","2.2"
"Bob Knepper","1007031","Astros","P","","233.2","1.67604625225067","2.2"
"Britt Burns","1001702","White Sox","P","","117.0","2.19167470932007","2.2"
"Tom Herr","1005737","Cardinals","2B","622","","2.17579650878906","2.2"
"Juan Berenguer","1000865","Tigers","P","","168.1","2.17177748680115","2.2"
"Craig Reynolds","1010867","Astros","SS","571","","2.17132759094238","2.2"
"Mike Scott","1011691","Astros","P","","154.0","2.16895174980164","2.2"
"Ken Howell","1006100","Dodgers","P","","51.1","2.23913049697876","2.2"
"Ken Phelps","1010277","Mariners","DH","360","","2.14938926696777","2.1"
"Len Matuszek","1008269","Phillies","1B","309","","2.14419293403625","2.1"
"Julio Franco","87","Indians","SS","718","","2.12900567054749","2.1"
"Dan Driessen","1003501","- - -","1B","447","","2.12385249137878","2.1"
"Scott McGregor","1008546","Orioles","P","","196.1","2.12037777900696","2.1"
"Eddie Milner","1008964","Reds","CF","397","","2.1064875125885","2.1"
"Larry Parrish","1010020","Rangers","RF/DH","664","","2.08094310760498","2.1"
"Frank Tanana","1012818","Rangers","P","","246.1","2.07739758491516","2.1"
"Jim Morrison","1009212","Pirates","2B/3B","331","","2.07028388977051","2.1"
"Graig Nettles","1009517","Padres","3B","465","","2.03664779663086","2.0"
"Terry Pendleton","1010157","Cardinals","3B","283","","2.02900886535645","2.0"
"Richard Dotson","1003424","White Sox","P","","245.2","2.01243567466736","2.0"
"Dave Bergman","1000879","Tigers","1B","316","","2.00453734397888","2.0"
"Onix Concepcion","1002495","Royals","SS","311","","2.00280785560608","2.0"
