"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Mickey Mantle","1008082","Yankees","CF","638","","9.76888179779053","9.8"
"Willie Mays","1008315","Giants","CF","670","","9.03239154815674","9.0"
"Ernie Banks","1000512","Cubs","SS","646","","7.78729581832886","7.8"
"Duke Snider","1012230","Dodgers","CF","653","","7.69354772567749","7.7"
"Eddie Mathews","1008236","Braves","3B","616","","7.52380990982056","7.5"
"Al Kaline","1006678","Tigers","RF","681","","7.34910345077515","7.3"
"Ted Williams","1014040","Red Sox","LF","417","","7.11798572540283","7.1"
"Don Newcombe","1009529","Dodgers","P","","233.2","4.58108377456665","6.9"
"Robin Roberts","1011046","Phillies","P","","305.0","5.09889268875122","6.7"
"Richie Ashburn","1000335","Phillies","CF","644","","6.11838722229004","6.1"
"Hank Aaron","1000001","Braves","RF","665","","5.87492990493774","5.9"
"Johnny Logan","1007705","Braves","SS","680","","5.83856391906738","5.8"
"Stan Musial","1009405","Cardinals","1B","656","","5.79895639419556","5.8"
"Roy Campanella","1001871","Dodgers","C","522","","5.72409677505493","5.7"
"Willard Nixon","1009610","Red Sox","P","","208.0","4.62760066986084","5.2"
"Yogi Berra","1000898","Yankees","C","615","","5.20752096176147","5.2"
"Gil McDougald","1008471","Yankees","2B","615","","5.12751197814941","5.1"
"Al Smith","1012090","Indians","3B/RF","725","","5.01880979537964","5.0"
"Jim Piersall","1010340","Red Sox","CF","599","","5.01198816299438","5.0"
"Billy Pierce","1010326","White Sox","P","","205.2","5.10659408569336","5.0"
"Wally Post","1010468","Redlegs","RF","668","","4.98594093322754","5.0"
"Ted Kluszewski","1007020","Redlegs","1B","686","","4.95607280731201","5.0"
"Nellie Fox","1004281","White Sox","2B","709","","4.8571081161499","4.9"
"Bob Rush","1011307","Cubs","P","","234.0","5.27223539352417","4.8"
"Hank Bauer","1000679","Yankees","RF","563","","4.81886863708496","4.8"
"Billy Hoeft","1005893","Tigers","P","","220.0","4.4301290512085","4.8"
"Joe Nuxhall","1009665","Redlegs","P","","257.0","4.17858171463013","4.6"
"Mike Garcia","1004505","Indians","P","","210.2","4.41787338256836","4.6"
"Frank Lary","1007364","Tigers","P","","235.0","4.49022102355957","4.5"
"Carl Furillo","1004409","Dodgers","RF","578","","4.27014255523682","4.3"
"Johnny Antonelli","1000277","Giants","P","","235.1","3.94550824165344","4.2"
"Larry Doby","1003346","Indians","CF","560","","4.19717597961426","4.2"
"Minnie Minoso","1008984","White Sox","LF","615","","4.05675983428955","4.1"
"Early Wynn","1014309","Indians","P","","230.0","3.93996906280518","4.1"
"Frank Sullivan","1012691","Red Sox","P","","260.0","4.72411823272705","4.0"
"Bob Lemon","1007517","Indians","P","","211.1","3.2582151889801","4.0"
"Pee Wee Reese","1010776","Dodgers","SS","652","","3.95508646965027","4.0"
"Stan Lopata","1007749","Phillies","C/1B","366","","3.92499685287476","3.9"
"Gil Hodges","1005883","Dodgers","1B","642","","3.87910103797913","3.9"
"Warren Spahn","1012299","Braves","P","","245.2","3.30832719802856","3.8"
"Dick Donovan","1003395","White Sox","P","","187.0","3.26421785354614","3.8"
"Jackie Jensen","1006398","Red Sox","RF","681","","3.80061864852905","3.8"
"Harvey Haddix","1005184","Cardinals","P","","208.0","3.78271627426147","3.8"
"Herb Score","1011671","Indians","P","","227.1","4.38679790496826","3.8"
"Art Fowler","1004268","Redlegs","P","","207.2","3.79460215568542","3.7"
"Ray Boone","1001189","Tigers","3B","560","","3.71989154815674","3.7"
"Sherm Lollar","1007714","White Sox","C","510","","3.6268162727356","3.6"
"Ned Garver","1004556","Tigers","P","","230.2","3.16726088523865","3.6"
"Smoky Burgess","1001665","- - -","C","501","","3.56687841191888","3.6"
"Bob Friend","1004355","Pirates","P","","200.1","3.75227642059326","3.5"
"Johnny Podres","1010406","Dodgers","P","","159.1","3.63444662094116","3.5"
"Vern Law","1007410","Pirates","P","","200.2","3.07131671905518","3.5"
"Roy McMillan","1008643","Redlegs","SS","556","","3.39518451690674","3.4"
"Del Ennis","1003786","Phillies","LF","623","","3.31532001495361","3.3"
"Gus Bell","1000809","Redlegs","CF","672","","3.19023728370667","3.2"
"Whitey Ford","1004227","Yankees","P","","253.2","2.99680805206299","3.2"
"Earl Torgeson","1013124","- - -","1B","553","","3.15201324224472","3.2"
"Vic Power","1010506","Athletics","1B","639","","3.14358854293823","3.1"
"George Kell","1006783","White Sox","3B","504","","3.10346484184265","3.1"
"Chico Carrasquel","1001984","White Sox","SS","598","","3.02571773529053","3.0"
"Del Crandall","1002729","Braves","C","494","","2.9264931678772","2.9"
"Harvey Kuenn","1007200","Tigers","SS","666","","2.91774868965149","2.9"
"Elmer Valo","1013335","Athletics","RF/LF","338","","2.89508986473083","2.9"
"Saul Rogovin","1011143","- - -","P","","144.0","2.82049924135208","2.9"
"Herm Wehmeier","1013729","Phillies","P","","193.2","2.42006778717041","2.8"
"Jim Hearn","1005556","Giants","P","","226.2","2.71385025978088","2.8"
"Billy Goodman","1004856","Red Sox","2B","715","","2.80862784385681","2.8"
