"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Ernie Banks","1000512","Cubs","SS","671","","9.71600532531738","9.7"
"Camilo Pascual","1010039","Senators","P","","238.2","7.57471752166748","8.4"
"Eddie Mathews","1008236","Braves","3B","682","","8.34326171875","8.3"
"Hank Aaron","1000001","Braves","RF","693","","8.24624156951904","8.2"
"Willie Mays","1008315","Giants","CF","648","","7.44260883331299","7.4"
"Mickey Mantle","1008082","Yankees","CF","639","","6.63860177993774","6.6"
"Larry Jackson","1006304","Cardinals","P","","256.0","6.79454469680786","6.2"
"Al Kaline","1006678","Tigers","CF","595","","6.18286943435669","6.2"
"Eddie Yost","1014357","Tigers","3B","675","","6.18129014968872","6.2"
"Don Drysdale","1003516","Dodgers","P","","270.2","5.79456806182861","6.0"
"Nellie Fox","1004281","White Sox","2B","716","","5.96928119659424","6.0"
"Ken Boyer","1001283","Cardinals","3B","633","","5.87778997421265","5.9"
"Don Newcombe","1009529","Redlegs","P","","222.0","3.92873930931091","5.6"
"Frank Robinson","1011066","Redlegs","1B","626","","5.47292041778564","5.5"
"Rocky Colavito","1002404","Indians","RF","664","","5.30701589584351","5.3"
"Minnie Minoso","1008984","Indians","LF","650","","5.30317544937134","5.3"
"Vada Pinson","1010360","Redlegs","CF","706","","5.28906726837158","5.3"
"Wally Moon","1009085","Dodgers","LF","637","","5.13794469833374","5.1"
"Jim Landis","1007296","White Sox","CF","623","","5.12870979309082","5.1"
"Pete Runnels","1011303","Red Sox","1B/2B","661","","4.97099542617798","5.0"
"Warren Spahn","1012299","Braves","P","","292.0","4.41594076156616","5.0"
"Don Mossi","1009250","Tigers","P","","228.0","4.7971978187561","4.8"
"Jackie Jensen","1006398","Red Sox","RF","636","","4.713791847229","4.7"
"Early Wynn","1014309","White Sox","P","","255.2","3.62600898742676","4.7"
"Sam Jones","1006590","Giants","P","","270.2","5.09713411331177","4.7"
"Tito Francona","1004293","Indians","1B/CF","443","","4.58448886871338","4.6"
"Del Crandall","1002729","Braves","C","581","","4.45309066772461","4.5"
"Sherm Lollar","1007714","White Sox","C","576","","4.27769994735718","4.3"
"Jim Owens","1009923","Phillies","P","","221.1","4.50805330276489","4.3"
"Charlie Neal","1009473","Dodgers","2B","685","","4.18699884414673","4.2"
"Frank Lary","1007364","Tigers","P","","223.0","4.34433460235596","4.1"
"Johnny Antonelli","1000277","Giants","P","","282.0","4.14819097518921","4.1"
"Gene Conley","1002507","Phillies","P","","180.0","3.87649965286255","4.1"
"Johnny Logan","1007705","Braves","SS","540","","4.04662895202637","4.0"
"Robin Roberts","1011046","Phillies","P","","257.1","3.76664304733276","4.0"
"Yogi Berra","1000898","Yankees","C","521","","4.00322198867798","4.0"
"Harmon Killebrew","1006905","Senators","3B","647","","3.98648118972778","4.0"
"Milt Pappas","1009989","Orioles","P","","209.1","4.3044319152832","4.0"
"Harvey Kuenn","1007200","Tigers","RF","617","","3.91788983345032","3.9"
"Vern Law","1007410","Pirates","P","","266.0","3.85887026786804","3.8"
"Ed Bailey","1000421","Redlegs","C","447","","3.75798320770264","3.8"
"Bud Daley","1002942","Athletics","P","","216.1","3.01773834228516","3.7"
"Tom Brewer","1001409","Red Sox","P","","215.1","4.15076446533203","3.7"
"Joe Adcock","1000067","Braves","1B","444","","3.68185663223267","3.7"
"Bill Tuttle","1013238","Athletics","CF","521","","3.65636253356934","3.7"
"Woodie Held","1005609","Indians","3B/SS","577","","3.65107893943787","3.7"
"Jim Bunning","1001653","Tigers","P","","249.2","3.416011095047","3.6"
"Whitey Ford","1004227","Yankees","P","","204.0","2.69480776786804","3.6"
"Bob Friend","1004355","Pirates","P","","234.2","3.68922257423401","3.6"
"Harvey Haddix","1005184","Pirates","P","","224.1","3.66481518745422","3.5"
"Don Hoak","1005866","Pirates","3B","651","","3.50548768043518","3.5"
"Orlando Cepeda","1002103","Giants","1B/LF","647","","3.47824096679688","3.5"
"Hoyt Wilhelm","1013945","Orioles","P","","226.0","4.11268091201782","3.4"
"Bob Shaw","1011819","White Sox","P","","230.2","3.68536162376404","3.4"
"Johnny Temple","1012910","Redlegs","2B","696","","3.37064576148987","3.4"
"Gene Woodling","1014228","Orioles","RF/LF","524","","3.36290311813354","3.4"
"Johnny Podres","1010406","Dodgers","P","","195.0","2.95413637161255","3.3"
"Joe Cunningham","1002881","Cardinals","RF","556","","3.33822345733643","3.3"
"Ned Garver","1004556","Athletics","P","","201.1","2.48841500282288","3.3"
"Frank Bolling","1001147","Tigers","2B","520","","3.2588837146759","3.3"
"Charlie Maxwell","1008287","Tigers","LF","611","","3.13100171089172","3.1"
"Willie McCovey","1008423","Giants","1B","219","","3.08418297767639","3.1"
"Jerry Walker","1013523","Orioles","P","","182.0","3.10075807571411","3.1"
"Joe Nuxhall","1009665","Redlegs","P","","131.2","2.75621604919434","3.0"
"Ed Bouchee","1001232","Phillies","1B","581","","3.02975726127625","3.0"
"Smoky Burgess","1001665","Pirates","C","418","","3.02670454978943","3.0"
"Bob Nieman","1009587","Orioles","LF","409","","3.02231192588806","3.0"
