"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Honus Wagner","1013485","Pirates","SS","590","","9.60847282409668","9.6"
"Nap Lajoie","1007259","Naps","2B","655","","9.42499351501465","9.4"
"George Stone","1012564","Browns","LF","658","","8.9199047088623","8.9"
"Terry Turner","1013233","Naps","SS","643","","8.56172752380371","8.6"
"Art Devlin","1003248","Giants","3B","591","","7.9454517364502","7.9"
"Frank Chance","1002131","Cubs","1B","574","","7.69207668304443","7.7"
"Harry Steinfeldt","1012466","Cubs","3B","625","","7.49919605255127","7.5"
"Elmer Flick","1004158","Naps","RF/CF","700","","6.743736743927","6.7"
"Harry Lumley","1007830","Superbas","RF","554","","6.40651416778564","6.4"
"Al Orth","1009857","Highlanders","P","","338.2","6.03257513046265","6.4"
"George Davis","1003049","White Sox","SS","541","","6.10081338882446","6.1"
"Sherry Magee","1007965","Phillies","LF","630","","5.74270105361938","5.7"
"Jack Chesbro","1002179","Highlanders","P","","325.0","5.577796459198","5.6"
"Cy Young","1014369","Americans","P","","287.2","5.75360774993896","5.6"
"Bobby Wallace","1013542","Browns","SS","551","","5.51359701156616","5.5"
"Mordecai Brown","1001547","Cubs","P","","277.1","5.29679536819458","5.4"
"Bob Ewing","1003880","Reds","P","","287.2","5.74892663955688","5.3"
"Jake Weimer","1013738","Reds","P","","304.2","4.60849475860596","5.3"
"Harry Davis","1003053","Athletics","1B","614","","5.12005949020386","5.1"
"Chief Bender","1000827","Athletics","P","","238.1","4.38095426559448","5.1"
"Rube Waddell","1013467","Athletics","P","","272.2","4.70282220840454","4.8"
"Vic Willis","1014042","Pirates","P","","322.0","4.84976673126221","4.7"
"Roger Bresnahan","1001396","Giants","C/CF","506","","4.65441370010376","4.7"
"Ed Walsh","1013570","White Sox","P","","278.1","4.73509788513184","4.6"
"Christy Mathewson","1008235","Giants","P","","266.2","3.74536633491516","4.6"
"Miller Huggins","1006148","Reds","2B","640","","4.53168487548828","4.5"
"Sammy Strang","1012599","Giants","2B","376","","4.5134973526001","4.5"
"Charlie Hemphill","1005624","Browns","RF/CF","646","","4.46273612976074","4.5"
"Deacon Phillippe","1010287","Pirates","P","","218.2","3.93081879615784","4.3"
"Claude Ritchey","1010987","Pirates","2B","586","","4.21573209762573","4.2"
"Hooks Wiltse","1014116","Giants","P","","249.1","3.99805426597595","4.2"
"Joe Tinker","1013075","Cubs","SS","603","","4.1634316444397","4.2"
"Joe McGinnity","1008527","Giants","P","","339.2","4.58647918701172","4.0"
"Fielder Jones","1006555","White Sox","CF","614","","4.01726007461548","4.0"
"Cy Seymour","1011777","- - -","CF","632","","4.00795567035675","4.0"
"Jimmy Sheckard","1011843","Cubs","LF","662","","3.94905805587769","3.9"
"Jack Powell","1010487","Browns","P","","244.0","3.51585340499878","3.9"
"Roy Thomas","1012992","Phillies","CF","620","","3.93158960342407","3.9"
"Irv Young","1014380","Beaneaters","P","","358.1","4.85535430908203","3.9"
"Tully Sparks","1012306","Phillies","P","","316.2","3.93539214134216","3.9"
"Fred Clarke","1002280","Pirates","LF","478","","3.89158225059509","3.9"
"Frank Schulte","1011631","Cubs","RF","630","","3.88292026519775","3.9"
"Addie Joss","1006630","Naps","P","","282.0","4.00241708755493","3.9"
"Johnny Evers","1003876","Cubs","2B","595","","3.75683808326721","3.8"
"Harry Howell","1006097","Browns","P","","276.2","3.96987390518188","3.7"
"Chick Stahl","1012381","Americans","CF","667","","3.69557976722717","3.7"
"Johnny Kling","1007008","Cubs","C","375","","3.66310000419617","3.7"
"Frank Isbell","1006283","White Sox","2B","617","","3.59267568588257","3.7"
"Bill Bernhard","1000891","Naps","P","","255.1","3.22888731956482","3.5"
"Cy Falkenberg","1003913","Senators","P","","298.2","3.2467188835144","3.5"
"Kid Elberfeld","1003722","Highlanders","SS","393","","3.46101474761963","3.5"
"Jack Pfiester","1010266","Cubs","P","","250.2","4.3510594367981","3.4"
"Sam Leever","1007470","Pirates","P","","260.1","3.1577033996582","3.4"
"Nick Altrock","1000191","White Sox","P","","287.2","3.81426906585693","3.3"
"Danny Murphy","1009352","Athletics","2B","486","","3.33461356163025","3.3"
"Bill Dahlen","1002924","Giants","SS","565","","3.32619285583496","3.3"
"Eddie Plank","1010385","Athletics","P","","211.2","3.03974986076355","3.3"
"Tim Jordan","1006619","Superbas","1B","522","","3.30550694465637","3.3"
"Sam Crawford","1002748","Tigers","RF","610","","3.26883220672607","3.3"
"John Titus","1013085","Phillies","RF","587","","3.19996094703674","3.2"
"Fred Tenney","1012916","Beaneaters","1B","624","","3.16696810722351","3.2"
"Jimmy Williams","1014005","Highlanders","2B","571","","3.16267871856689","3.2"
"Bunk Congalton","1002499","Naps","RF","470","","3.12229776382446","3.1"
"Bob Wicker","1013916","- - -","P","","222.1","3.01701366901398","3.1"
"Topsy Hartsel","1005464","Athletics","LF","632","","3.06450915336609","3.1"
"Hal Chase","1002163","Highlanders","1B","637","","3.04226088523865","3.0"
"Ed Karger","1006699","- - -","P","","219.2","2.69742460548878","3.0"
"Doc White","1013864","White Sox","P","","219.1","2.76085591316223","2.9"
"Elmer Stricklett","1012614","Superbas","P","","291.2","2.36315822601318","2.9"
"Vive Lindaman","1007612","Beaneaters","P","","307.1","3.16289877891541","2.9"
"Socks Seybold","1011775","Athletics","RF","459","","2.90961456298828","2.9"
"Big Jeff Pfeffer","1010262","Beaneaters","P","","302.1","3.10524892807007","2.9"
"Otto Hess","1005749","Naps","P","","333.2","3.48699426651001","2.9"
"Jiggs Donahue","1003370","White Sox","1B","643","","2.85465741157532","2.9"
"Nig Clarke","1002299","Naps","C","195","","2.82398128509521","2.8"
"Jim Nealon","1009477","Pirates","1B","636","","2.81561756134033","2.8"
"Tommy Leach","1007428","Pirates","3B/CF","526","","2.80926084518433","2.8"
"Bill Bradley","1001304","Naps","3B","340","","2.77923369407654","2.8"
"Johnny Lush","1007847","Phillies","P/RF","226","","0.453276813030243","2.8"
"Red Ames","1000210","Giants","P","","203.1","3.17843985557556","2.8"
"Ty Cobb","1002378","Tigers","RF/CF","394","","2.68302226066589","2.7"
"Fred Beebe","1000767","- - -","P","","230.2","2.84029018878937","2.7"
"Pug Bennett","1000846","Cardinals","2B","680","","2.60937094688416","2.6"
"Dan McGann","1008501","Giants","1B","545","","2.54877305030823","2.5"
"Lefty Leifield","1007494","Pirates","P","","255.2","2.9289984703064","2.5"
"Tom Jones","1006599","Browns","1B","608","","2.5132577419281","2.5"
"Jim Delahanty","1003157","Reds","3B","446","","2.50316333770752","2.5"
"George Mullin","1009302","Tigers","P","","330.0","2.38678503036499","2.4"
"Larry Schlafly","1011565","Senators","2B","511","","2.41979837417603","2.4"
"Dummy Taylor","1012867","Giants","P","","213.0","2.43192553520203","2.4"
"Matty McIntyre","1008573","Tigers","LF","559","","2.41092133522034","2.4"
"Hans Lobert","1007684","Reds","3B/SS","305","","2.40181088447571","2.4"
"Orval Overall","1009910","- - -","P","","226.1","2.48140375316143","2.4"
"Charlie Hickman","1005773","Senators","RF","477","","2.35406994819641","2.4"
"Mike Grady","1004917","Cardinals","C/1B","339","","2.18722319602966","2.2"
"Willie Keeler","1006747","Highlanders","RF","672","","2.18385219573975","2.2"
"George Stovall","1012584","Naps","1B/3B","469","","2.1039891242981","2.1"
"Harry Arndt","1000315","Cardinals","3B","279","","2.08823871612549","2.1"
"Jesse Tannehill","1012822","Americans","P","","196.1","1.28787136077881","2.1"
"Jack Taylor","1012879","- - -","P","","302.1","1.5344595015049","2.1"
"Wid Conroy","1002544","Highlanders","SS/CF/LF","632","","2.05279850959778","2.1"
"Jimmy Slagle","1012048","Cubs","CF","571","","2.02552723884583","2.0"
"Jack Coombs","1002583","Athletics","P","","173.0","1.75448441505432","2.0"
"Harry Bemis","1000824","Naps","C","318","","1.99747705459595","2.0"
"Dave Brain","1001335","Beaneaters","3B","574","","1.98740422725677","2.0"
"Red Donahue","1003373","Tigers","P","","241.0","2.82065343856812","2.0"
"Frank Kitson","1006981","Senators","P","","197.0","0.916934788227081","1.9"
"Barney Pelty","1010136","Browns","P","","260.2","2.13147258758545","1.9"
"Claude Rossman","1011234","Naps","1B","431","","1.8574720621109","1.9"
"Chick Fraser","1004305","Reds","P","","236.0","2.0624315738678","1.9"
"Bill Duggleby","1003542","Phillies","P","","280.1","2.07283449172974","1.8"
"Monte Cross","1002810","Athletics","SS","525","","1.81859683990479","1.8"
"Fred Glade","1004753","Browns","P","","266.2","2.1667115688324","1.8"
"Branch Rickey","1010934","Browns","C","223","","1.79170382022858","1.8"
"Frank LaPorte","1007340","Highlanders","3B","483","","1.7892472743988","1.8"
"Myron Grimshaw","1005069","Americans","1B","463","","1.77157509326935","1.8"
"Doc Casey","1002038","Superbas","3B","648","","1.76705646514893","1.8"
"Lave Cross","1002808","Senators","3B","538","","1.76161170005798","1.8"
"Carl Lundgren","1007836","Cubs","P","","207.2","1.52771234512329","1.8"
"Ossee Schreckengost","1011612","Athletics","C","351","","1.7574315071106","1.8"
"George Winter","1014145","Americans","P","","207.2","1.46697390079498","1.8"
"Charlie Smith","1012110","Senators","P","","235.1","1.73317539691925","1.7"
"John Anderson","1000232","Senators","LF","607","","1.73521149158478","1.7"
"Case Patten","1010056","Senators","P","","282.2","2.09262585639954","1.7"
"Harry McIntire","1008571","Superbas","P","","276.0","2.16372275352478","1.7"
"Dave Altizer","1000188","Senators","SS","493","","1.66270577907562","1.7"
"Joe Harris","1005420","Americans","P","","235.0","1.83957898616791","1.7"
"Frank Owen","1009916","White Sox","P","","293.0","1.74055910110474","1.7"
"Shad Barry","1000619","- - -","1B/RF","578","","1.64819006621838","1.6"
"Bill Dineen","1003317","Americans","P","","218.2","1.69479858875275","1.6"
"Bill Hogg","1005927","Highlanders","P","","206.0","2.0625364780426","1.6"
"Andy Coakley","1002372","Athletics","P","","149.0","1.69158709049225","1.5"
"Jimmy Dygert","1003616","Athletics","P","","213.2","1.50088083744049","1.5"
"Admiral Schlei","1011566","Reds","C","429","","1.51180624961853","1.5"
"Kitty Bransfield","1001356","Phillies","1B","556","","1.49380254745483","1.5"
"George Rohe","1011145","White Sox","3B","253","","1.48479378223419","1.5"
"Ed Siever","1011958","Tigers","P","","222.2","1.7944803237915","1.5"
"Harry Bay","1000698","Naps","CF","321","","1.43161332607269","1.4"
"Jack McCarthy","1008371","Superbas","LF","353","","1.42661821842194","1.4"
"Billy Gilbert","1004686","Giants","2B","372","","1.4039968252182","1.4"
"Davy Jones","1006544","Tigers","CF","368","","1.39460825920105","1.4"
"Lee Tannehill","1012823","White Sox","3B","428","","1.37358641624451","1.4"
"Spike Shannon","1011800","- - -","LF","684","","1.3648998439312","1.4"
"Rabbit Nill","1009600","Senators","2B/SS","375","","1.36347389221191","1.4"
"Carl Druhot","1003513","- - -","P","","155.1","1.2502276301384","1.3"
"Harry Niles","1009599","Browns","RF","608","","1.29284131526947","1.3"
"Harry Armbruster","1000308","Athletics","RF/CF","330","","1.28533029556274","1.3"
"Bob Rhoads","1010881","Naps","P","","315.0","1.5788938999176","1.3"
"Billy Sullivan","1012683","White Sox","C","432","","1.26761150360107","1.3"
"Doc Newton","1009550","Highlanders","P","","125.0","1.28035140037537","1.3"
"Joe Yeager","1014331","Highlanders","2B/SS","152","","1.22557961940765","1.2"
"Solly Hofman","1005917","Cubs","1B/CF","221","","1.2201714515686","1.2"
"Roy Patterson","1010071","White Sox","P","","142.0","1.66326630115509","1.2"
"John Warner","1013636","- - -","C","281","","1.14358954131603","1.1"
"Charlie Jones","1006537","Senators","CF","546","","1.11940884590149","1.1"
"Sam Mertes","1008794","- - -","LF","507","","1.10750332474709","1.1"
"Freddy Parent","1009992","Americans","SS","653","","1.09084129333496","1.1"
"Mickey Doolan","1003402","Phillies","SS","586","","1.07490539550781","1.1"
"Fred Payne","1010092","Tigers","C","244","","1.06832420825958","1.1"
"Phil Lewis","1007586","Superbas","SS","513","","1.06821548938751","1.1"
"Gus Dorner","1003414","- - -","P","","288.1","1.71168464422226","1.1"
"Mike Lynch","1007867","Pirates","P","","119.0","1.07074999809265","1.0"
"Howard Wakefield","1013499","Senators","C","220","","1.04622650146484","1.0"
"Buster Brown","1001499","Cardinals","P","","238.1","1.0015105009079","1.0"
"Deacon McGuire","1008553","Highlanders","C","159","","1.00443124771118","1.0"
"Frank Smith","1012139","White Sox","P","","122.0","0.380319774150848","1.0"
"Whitey Alperman","1000180","Superbas","2B","487","","0.993619322776794","1.0"
"Noodles Hahn","1005205","Highlanders","P","","42.0","0.788452506065369","1.0"
"Doc Scanlan","1011490","Superbas","P","","288.0","0.69414085149765","1.0"
"Billy Maloney","1008034","Superbas","CF","635","","0.945143342018127","0.9"
"Bill Coughlin","1002668","Tigers","3B","575","","0.921551287174225","0.9"
"Johnny Bates","1000662","Beaneaters","CF","559","","0.918309152126312","0.9"
"Joe Ward","1013618","Phillies","3B","136","","0.913999676704407","0.9"
"Hobe Ferris","1004013","Americans","2B","518","","0.909611523151398","0.9"
"Tom Hughes","1006163","Senators","P","","204.0","0.511468708515167","0.9"
"Ed Hahn","1005203","- - -","RF/LF","605","","0.890316314995289","0.9"
"Homer Smoot","1012220","- - -","CF","612","","0.876056827604771","0.9"
"Emil Batch","1000650","Superbas","LF","226","","0.846734881401062","0.8"
"Red Murray","1009397","Cardinals","RF/CF","154","","0.83798223733902","0.8"
"Beany Jacobson","1006317","Browns","P","","155.0","1.25476181507111","0.8"
"Tommy Sheehan","1011847","Pirates","3B","351","","0.814259052276611","0.8"
"Ed Killian","1006908","Tigers","P","","149.2","0.873393595218658","0.8"
"Buck Freeman","1004316","Americans","1B/RF","436","","0.799154222011566","0.8"
"Mike Donlin","1003380","Giants","CF","137","","0.787397563457489","0.8"
"Chappie McFarland","1008489","- - -","P","","81.2","0.784939654171467","0.8"
"Al Burch","1001656","Cardinals","RF/CF","381","","0.766936779022217","0.8"
"Ernie Courtney","1002677","Phillies","3B","449","","0.76481819152832","0.8"
"Jimmy Collins","1002455","Americans","3B","148","","0.752439200878143","0.8"
"Danny Hoffman","1005902","- - -","CF","388","","0.733331530820578","0.7"
"Red Dooin","1003401","Phillies","C","374","","0.728747427463531","0.7"
"Gus Thompson","1013010","Cardinals","P","","103.0","0.798670649528503","0.7"
"Pat Moran","1009152","Cubs","C","243","","0.708204627037048","0.7"
"John Eubank","1003850","Tigers","P","","135.0","0.91885507106781","0.7"
"Slow Joe Doyle","1003469","Highlanders","P","","45.1","0.720163822174072","0.7"
"Bob Ganley","1004478","Pirates","RF","589","","0.697339653968811","0.7"
"Ed Phelps","1010276","- - -","C","177","","0.662788391113281","0.7"
"Tommy Raub","1010714","Cardinals","C","83","","0.618057906627655","0.6"
"Louis Leroy","1007554","Highlanders","P","","44.2","0.70474511384964","0.6"
"George Browne","1001519","Giants","RF","529","","0.601340115070343","0.6"
"Pete O'Brien","1009699","Browns","2B","586","","0.579793512821198","0.6"
"Walter Clarkson","1002314","Highlanders","P","","151.0","0.638745963573456","0.6"
"Frank Delahanty","1003156","Highlanders","LF","341","","0.561346709728241","0.6"
"George Moriarty","1009190","Highlanders","3B","229","","0.560384452342987","0.6"
"Homer Hillebrand","1005815","Pirates","P","","53.0","0.562420070171356","0.6"
