"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Rogers Hornsby","1006030","Cardinals","2B","605","","10.8452091217041","10.8"
"Dazzy Vance","1013342","Robins","P","","265.1","7.63951587677002","7.5"
"Kiki Cuyler","1002914","Pirates","RF","700","","7.4651346206665","7.5"
"Pete Donohue","1003390","Reds","P","","301.0","6.22871208190918","7.0"
"Al Simmons","1011978","Athletics","CF","696","","6.80141878128052","6.8"
"Goose Goslin","1004893","Senators","LF","670","","6.52625465393066","6.5"
"Harry Heilmann","1005590","Tigers","RF","664","","6.46935653686523","6.5"
"Dolf Luque","1007843","Reds","P","","291.0","5.9050464630127","6.4"
"Tris Speaker","1012309","Indians","CF","518","","6.36446762084961","6.4"
"Jim Bottomley","1001228","Cardinals","1B","681","","5.96664810180664","6.0"
"Jack Fournier","1004264","Robins","1B","649","","5.78335666656494","5.8"
"Walter Johnson","1006511","Senators","P","","229.0","3.87668108940125","5.8"
"Ty Cobb","1002378","Tigers","CF","490","","5.41075134277344","5.4"
"Zack Wheat","1013828","Robins","LF","670","","5.09896993637085","5.1"
"Al Wingo","1014131","Tigers","LF","524","","5.06292819976807","5.1"
"Ray Blades","1001023","Cardinals","LF","532","","4.9641056060791","5.0"
"Dave Bancroft","1000503","Braves","SS","560","","4.92927932739258","4.9"
"Joe Sewell","1011766","Indians","SS","699","","4.84474754333496","4.8"
"Max Carey","1001944","Pirates","CF","620","","4.80000066757202","4.8"
"Eppa Rixey","1011008","Reds","P","","287.1","4.86300039291382","4.7"
"Eddie Collins","1002451","White Sox","2B","533","","4.69374465942383","4.7"
"Glenn Wright","1014280","Pirates","SS","660","","4.56648063659668","4.6"
"Sam Rice","1010900","Senators","RF","709","","4.43375062942505","4.4"
"Jack Scott","1011683","Giants","P","","239.2","3.77066493034363","4.3"
"Johnny Mostil","1009255","White Sox","CF","716","","4.26468753814697","4.3"
"Harry Rice","1010895","Browns","RF","420","","4.25334739685059","4.3"
"Pete Alexander","1000128","Cubs","P","","236.0","4.01561880111694","4.2"
"Sherry Smith","1012205","Indians","P","","237.0","3.30945301055908","4.2"
"Curt Walker","1013510","Reds","RF","578","","4.14221334457397","4.1"
"Herb Pennock","1010161","Yankees","P","","277.0","4.3539252281189","4.1"
"Milt Gaston","1004567","Browns","P","","238.2","3.77232551574707","4.1"
"Frankie Frisch","1004364","Giants","2B/3B/SS","542","","4.04155445098877","4.0"
"Pie Traynor","1013165","Pirates","3B","658","","4.02504444122314","4.0"
"Lee Meadows","1008705","Pirates","P","","255.1","4.13775300979614","4.0"
"George Uhle","1013266","Indians","P","","210.2","3.2055869102478","4.0"
"George Kelly","1006799","Giants","2B","633","","3.87287449836731","3.9"
"Howard Ehmke","1003707","Red Sox","P","","260.2","4.39745426177979","3.8"
"Ken Williams","1014012","Browns","LF","462","","3.75681614875793","3.8"
"Slim Harriss","1005431","Athletics","P","","252.2","3.97410321235657","3.8"
"Earle Combs","1002478","Yankees","CF","673","","3.71604800224304","3.7"
"Joe Harris","1005421","- - -","1B","388","","3.68894661404192","3.7"
"Jimmie Dykes","1003617","Athletics","2B/3B","533","","3.65719795227051","3.7"
"Red Faber","1003889","White Sox","P","","238.0","3.99247717857361","3.6"
"Hal Carlson","1001961","Phillies","P","","234.0","3.89719080924988","3.6"
"Urban Shocker","1011918","Yankees","P","","244.1","2.91471314430237","3.6"
"Babe Ruth","1011327","Yankees","RF/LF","426","","3.55116128921509","3.6"
"Waite Hoyt","1006115","Yankees","P","","243.0","2.91065335273743","3.5"
"Edd Roush","1011247","Reds","CF","590","","3.4518711566925","3.5"
"Eddie Moore","1009104","Pirates","2B","641","","3.3845419883728","3.4"
"Willie Kamm","1006683","White Sox","3B","640","","3.38207364082336","3.4"
"Bob Meusel","1008817","Yankees","RF/LF","696","","3.37544083595276","3.4"
"Bill Sherdel","1011869","Cardinals","P","","200.0","3.14817762374878","3.3"
"George Harper","1005378","Phillies","RF/CF/LF","542","","3.29445743560791","3.3"
"Earl Sheely","1011850","White Sox","1B","699","","3.27049374580383","3.3"
"Ted Blankenship","1001054","White Sox","P","","232.0","3.10471415519714","3.3"
"Irish Meusel","1008818","Giants","LF","557","","3.24491429328918","3.2"
"Lu Blue","1001093","Tigers","1B","652","","3.19877028465271","3.2"
"Sammy Hale","1005225","Athletics","3B","426","","3.16686248779297","3.2"
"Jack Quinn","1010605","- - -","P","","204.2","3.64828109741211","3.2"
