"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Robin Yount","1014396","Brewers","SS","704","","9.78033351898193","9.8"
"Steve Carlton","1001964","Phillies","P","","295.2","8.24244499206543","8.8"
"Gary Carter","1002015","Expos","C","653","","8.35037422180176","8.4"
"Mario Soto","1012289","Reds","P","","257.2","7.41827297210693","7.6"
"Doug DeCinces","1003123","Angels","3B","655","","7.33986854553223","7.3"
"Andre Dawson","1003091","Expos","CF","660","","7.33765363693237","7.3"
"Mike Schmidt","1011586","Phillies","3B","631","","7.23536682128906","7.2"
"Steve Rogers","1011138","Expos","P","","277.0","6.3656268119812","6.5"
"Dwight Evans","1003865","Red Sox","RF","727","","6.49993991851807","6.5"
"Pedro Guerrero","1005120","Dodgers","RF/CF","652","","6.20434236526489","6.2"
"Jerry Reuss","1010853","Dodgers","P","","254.2","5.49916458129883","6.0"
"Dale Murphy","1009355","Braves","CF/LF","698","","5.96458721160889","6.0"
"Gary Roenicke","1011120","Orioles","RF/LF","477","","5.93568420410156","5.9"
"Toby Harrah","1005384","Indians","3B","708","","5.90992975234985","5.9"
"Rickey Henderson","194","Athletics","LF","656","","5.80335140228271","5.8"
"Len Barker","1000546","Indians","P","","244.2","5.76174879074097","5.8"
"Eddie Murray","1009386","Orioles","1B","627","","5.7505989074707","5.8"
"George Brett","1001400","Royals","3B","629","","5.67101860046387","5.7"
"Willie Wilson","1014113","Royals","LF","621","","5.62001943588257","5.6"
"Paul Molitor","1009040","Brewers","3B","751","","5.61404895782471","5.6"
"Bill Madlock","1007957","Pirates","3B","634","","5.44331169128418","5.4"
"Lonnie Smith","1012176","Cardinals","LF","672","","5.42361927032471","5.4"
"Joaquin Andujar","1000266","Cardinals","P","","265.2","5.50260400772095","5.4"
"Tom Brunansky","1001589","Twins","RF/CF","545","","5.37692165374756","5.4"
"Brian Downing","1003451","Angels","LF","725","","5.36845302581787","5.4"
"Buddy Bell","1000799","Rangers","3B","614","","5.3270206451416","5.3"
"Sixto Lezcano","1007593","Padres","RF","559","","5.32524633407593","5.3"
"La Marr Hoyt","1006114","White Sox","P","","239.2","5.28451347351074","5.3"
"Fernando Valenzuela","1013327","Dodgers","P","","285.0","6.0981297492981","5.3"
"Joe Morgan","1009179","Giants","2B","554","","5.2488751411438","5.2"
"Lance Parrish","1010021","Tigers","C","529","","5.24255132675171","5.2"
"Jason Thompson","1013014","Pirates","1B","662","","5.24228191375732","5.2"
"Cecil Cooper","1002592","Brewers","1B","696","","5.08197784423828","5.1"
"Dickie Thon","1013033","Astros","SS","540","","5.05174350738525","5.1"
"Gary Ward","1013611","Twins","LF","616","","4.95464706420898","5.0"
"Al Oliver","1009773","Expos","1B","687","","4.95011234283447","5.0"
"Dwayne Murphy","1009359","Athletics","CF","660","","4.91808891296387","4.9"
"Floyd Bannister","1000516","Mariners","P","","247.0","4.85205364227295","4.9"
"Gorman Thomas","1012979","Brewers","CF","666","","4.84657716751099","4.8"
"Dave Stieb","1012532","Blue Jays","P","","288.1","4.83492994308472","4.8"
"Lou Whitaker","1013846","Tigers","2B","619","","4.83230590820313","4.8"
"Keith Hernandez","1005706","Cardinals","1B","694","","4.72198295593262","4.7"
"Bruce Berenyi","1000864","Reds","P","","222.1","4.28552293777466","4.7"
"Rick Rhoden","1010887","Pirates","P","","230.1","3.57370448112488","4.7"
"Terry Kennedy","1006850","Padres","C","604","","4.62136459350586","4.6"
"Don Sutton","1012745","- - -","P","","249.2","4.57905638217926","4.6"
"Fred Lynn","1007872","Angels","CF","545","","4.59953832626343","4.6"
"Cal Ripken","1010978","Orioles","3B/SS","655","","4.56064891815186","4.6"
"Leon Durham","1003592","Cubs","RF/CF","609","","4.53736066818237","4.5"
