"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Honus Wagner","1013485","Pirates","SS","580","","9.24369430541992","9.2"
"Christy Mathewson","1008235","Giants","P","","315.0","6.77405309677124","7.1"
"Nap Lajoie","1007259","Naps","2B","558","","7.01731729507446","7.0"
"Ty Cobb","1002378","Tigers","RF","646","","6.99421167373657","7.0"
"Sherry Magee","1007965","Phillies","LF","568","","6.87401437759399","6.9"
"Elmer Flick","1004158","Naps","RF","637","","6.0797643661499","6.1"
"Cy Young","1014369","Americans","P","","343.1","5.77473020553589","6.1"
"Sam Crawford","1002748","Tigers","CF","632","","5.89102029800415","5.9"
"Rube Waddell","1013467","Athletics","P","","284.2","6.23320055007935","5.7"
"George Stone","1012564","Browns","LF","672","","5.73080968856812","5.7"
"Ed Walsh","1013570","White Sox","P","","422.1","5.46156215667725","5.7"
"Tommy Leach","1007428","Pirates","CF","617","","5.57610368728638","5.6"
"Fred Clarke","1002280","Pirates","LF","593","","5.36094331741333","5.4"
"Ed Karger","1006699","Cardinals","P","","314.0","5.08669090270996","5.3"
"Eddie Plank","1010385","Athletics","P","","343.2","4.67421007156372","5.2"
"Johnny Evers","1003876","Cubs","2B","565","","4.97653007507324","5.0"
"Art Devlin","1003248","Giants","3B","605","","4.96618223190308","5.0"
"Frank Chance","1002131","Cubs","1B","451","","4.91629552841187","4.9"
"Bobby Wallace","1013542","Browns","SS","604","","4.89329767227173","4.9"
"Bob Ewing","1003880","Reds","P","","332.2","5.55855560302734","4.7"
"Ginger Beaumont","1000733","Doves","CF","632","","4.70344638824463","4.7"
"Harry Steinfeldt","1012466","Cubs","3B","613","","4.70036888122559","4.7"
"Orval Overall","1009910","Cubs","P","","268.1","4.308678150177","4.7"
"Doc White","1013864","White Sox","P","","291.0","4.46252298355103","4.6"
"Dave Brain","1001335","Doves","3B","552","","4.62486791610718","4.6"
"Topsy Hartsel","1005464","Athletics","LF","624","","4.475022315979","4.5"
"George Davis","1003049","White Sox","SS","534","","4.34297847747803","4.3"
"Chief Bender","1000827","Athletics","P","","219.1","4.32180643081665","4.3"
"Addie Joss","1006630","Naps","P","","338.2","4.67431402206421","4.3"
"Joe McGinnity","1008527","Giants","P","","310.1","4.17857933044434","4.2"
"Bill Donovan","1003393","Tigers","P","","271.0","2.96488690376282","4.1"
"George Mullin","1009302","Tigers","P","","357.1","3.92933893203735","4.0"
"Fred Tenney","1012916","Doves","1B","659","","4.01376152038574","4.0"
"Al Orth","1009857","Highlanders","P","","248.2","3.21995496749878","4.0"
"Terry Turner","1013233","Naps","SS","561","","3.92769742012024","3.9"
"Cy Seymour","1011777","Giants","CF","527","","3.89675951004028","3.9"
"Charlie Smith","1012110","Senators","P","","258.2","4.08169078826904","3.9"
"Fielder Jones","1006555","White Sox","CF","665","","3.86645865440369","3.9"
"Harry Davis","1003053","Athletics","1B","638","","3.83034539222717","3.8"
"Mordecai Brown","1001547","Cubs","P","","233.0","4.37390470504761","3.8"
"Mike Mitchell","1009007","Reds","RF","613","","3.70831799507141","3.7"
"Vic Willis","1014042","Pirates","P","","292.2","3.82226705551147","3.5"
"Ed Killian","1006908","Tigers","P","","314.0","2.44531726837158","3.5"
"Roger Bresnahan","1001396","Giants","C","401","","3.47056865692139","3.5"
"Davy Jones","1006544","Tigers","LF","566","","3.4686586856842","3.5"
"Tim Jordan","1006619","Superbas","1B","575","","3.45470905303955","3.5"
"Frank Corridon","1002640","Phillies","P","","274.0","3.91847586631775","3.4"
"Ed Siever","1011958","Tigers","P","","274.2","3.49177551269531","3.3"
