"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"J.R. Richard","1010913","Astros","P","","292.1","8.93037128448486","8.9"
"Fred Lynn","1007872","Red Sox","CF","622","","8.61270904541016","8.6"
"George Brett","1001400","Royals","3B","701","","8.25402545928955","8.3"
"Dave Winfield","1014127","Padres","RF","686","","7.80042505264282","7.8"
"Darrell Porter","1010450","Royals","C","679","","7.54334831237793","7.5"
"Mike Schmidt","1011586","Phillies","3B","675","","7.52677202224731","7.5"
"Keith Hernandez","1005706","Cardinals","1B","698","","7.44561290740967","7.4"
"Tommy John","1006515","Yankees","P","","276.1","6.91519260406494","6.9"
"Buddy Bell","1000799","Rangers","3B","720","","6.67077398300171","6.7"
"Ron Guidry","1005124","Yankees","P","","236.1","6.16041326522827","6.2"
"Mike Flanagan","1004133","Orioles","P","","265.2","5.95864391326904","6.0"
"Gary Carter","1002015","Expos","C","559","","5.91658639907837","5.9"
"Jim Rice","1010897","Red Sox","LF","688","","5.87281513214111","5.9"
"Willie Wilson","1014113","Royals","LF","640","","5.80856275558472","5.8"
"Chet Lemon","1007518","White Sox","CF","632","","5.76140356063843","5.8"
"Ken Singleton","1012011","Orioles","RF","688","","5.72905397415161","5.7"
"Dave Parker","1010000","Pirates","RF","707","","5.6645770072937","5.7"
"Bobby Grich","1005033","Angels","2B","609","","5.60183382034302","5.6"
"Jerry Koosman","1007103","Twins","P","","263.2","5.49025630950928","5.5"
"Ron Cey","1002108","Dodgers","3B","579","","5.45731735229492","5.5"
"Gene Tenace","1012911","Padres","C/1B","582","","5.44005870819092","5.4"
"Willie Randolph","1010694","Yankees","2B","682","","5.35472393035889","5.4"
"George Foster","1004250","Reds","LF","505","","5.26343488693237","5.3"
"Johnny Bench","1000826","Reds","C","538","","5.23141002655029","5.2"
"Sixto Lezcano","1007593","Brewers","RF","566","","5.2058629989624","5.2"
"Paul Molitor","1009040","Brewers","2B","645","","5.13109397888184","5.1"
"Nolan Ryan","1011348","Angels","P","","222.2","5.0694727897644","5.1"
"Brian Downing","1003451","Angels","C","596","","5.04553890228271","5.0"
"Gorman Thomas","1012979","Brewers","CF","668","","4.96747398376465","5.0"
