"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Eddie Collins","1002451","Athletics","2B","660","","9.96179103851318","10.0"
"Ty Cobb","1002378","Tigers","RF","651","","9.71390533447266","9.7"
"Honus Wagner","1013485","Pirates","SS","591","","9.68887138366699","9.7"
"Christy Mathewson","1008235","Giants","P","","275.1","6.9151668548584","7.8"
"Mordecai Brown","1001547","Cubs","P","","342.2","7.31941270828247","7.4"
"Orval Overall","1009910","Cubs","P","","285.0","6.35983228683472","7.3"
"Donie Bush","1001749","Tigers","SS","676","","6.36025476455688","6.4"
"Tris Speaker","1012309","Red Sox","CF","606","","6.29069137573242","6.3"
"Nap Lajoie","1007259","Naps","2B","521","","5.99204540252686","6.0"
"Frank Smith","1012139","White Sox","P","","365.0","5.30865907669067","6.0"
"Frank Baker","1000453","Athletics","3B","606","","5.90800333023071","5.9"
"Mike Mitchell","1009007","Reds","RF","595","","5.81318473815918","5.8"
"Chief Bender","1000827","Athletics","P","","250.0","5.1859769821167","5.7"
"Fred Clarke","1002280","Pirates","LF","660","","5.66484594345093","5.7"
"Al Bridwell","1001422","Giants","SS","566","","5.62254667282104","5.6"
"Sam Crawford","1002748","Tigers","CF","662","","5.59633159637451","5.6"
"Howie Camnitz","1001866","Pirates","P","","283.0","4.81492614746094","4.9"
"Dots Miller","1008885","Pirates","2B","631","","4.80161571502686","4.8"
"Joe Tinker","1013075","Cubs","SS","555","","4.79016351699829","4.8"
"Freddy Parent","1009992","White Sox","SS","551","","4.76034164428711","4.8"
"Ed Konetchy","1007093","Cardinals","1B","660","","4.73859405517578","4.7"
"Art Devlin","1003248","Giants","3B","584","","4.55601358413696","4.6"
"Larry Doyle","1003467","Giants","2B","634","","4.49367237091064","4.5"
"Dick Hoblitzel","1005871","Reds","1B","592","","4.4376220703125","4.4"
"Johnny Evers","1003876","Cubs","2B","552","","4.39245843887329","4.4"
"Heinie Berger","1000870","Naps","P","","247.0","4.3630542755127","4.2"
"Tommy Leach","1007428","Pirates","CF","682","","4.21097230911255","4.2"
"Harry Steinfeldt","1012466","Cubs","3B","621","","4.17187404632568","4.2"
"Eddie Plank","1010385","Athletics","P","","265.1","3.63771080970764","4.1"
"Solly Hofman","1005917","Cubs","CF","613","","4.11333465576172","4.1"
"George Mullin","1009302","Tigers","P","","303.2","4.13653612136841","4.1"
