"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Mike Scott","1011691","Astros","P","","275.1","8.56334495544434","8.4"
"Wade Boggs","1001124","Red Sox","3B","693","","7.7370285987854","7.7"
"Jesse Barfield","1000537","Blue Jays","RF","671","","7.4927225112915","7.5"
"Don Mattingly","1008261","Yankees","1B","742","","7.23514223098755","7.2"
"Roger Clemens","815","Red Sox","P","","254.0","7.13167572021484","7.1"
"Cal Ripken","1010978","Orioles","SS","707","","6.94301223754883","6.9"
"Mike Witt","1014174","Angels","P","","269.0","6.74483108520508","6.7"
"Fernando Valenzuela","1013327","Dodgers","P","","269.1","6.16660976409912","6.7"
"Rickey Henderson","194","Yankees","CF","701","","6.40518760681152","6.4"
"Tony Gwynn","1005166","Padres","RF","701","","6.23740673065186","6.2"
"Tim Raines","1406","Expos","LF","664","","6.03384447097778","6.0"
"Rick Rhoden","1010887","Pirates","P","","253.2","4.58102703094482","5.8"
"Mike Schmidt","1011586","Phillies","3B","657","","5.78773975372314","5.8"
"Keith Hernandez","1005706","Mets","1B","652","","5.78197622299194","5.8"
"Alan Trammell","1013157","Tigers","SS","653","","5.69756460189819","5.7"
"Kirk McCaskill","1008382","Angels","P","","246.1","5.57340431213379","5.6"
"Jim Rice","1010897","Red Sox","LF","693","","5.4701623916626","5.5"
"Bob Welch","1013750","Dodgers","P","","235.2","5.44900798797607","5.4"
"Gary Gaetti","1004422","Twins","3B","661","","5.37012720108032","5.4"
"Kirby Puckett","1010557","Twins","CF","723","","5.34510660171509","5.3"
"Kevin Bass","1000645","Astros","RF/CF","640","","5.23445558547974","5.2"
"Teddy Higuera","1005799","Brewers","P","","248.1","5.1188907623291","5.1"
"Mark Eichhorn","1003712","Blue Jays","P","","157.0","4.94460868835449","4.9"
"Ozzie Smith","1012186","Cardinals","SS","609","","4.87064123153687","4.9"
"Von Hayes","1005531","Phillies","1B","690","","4.82153558731079","4.8"
"Joe Carter","1002018","Indians","1B/RF/LF","709","","4.82030439376831","4.8"
"Eric Davis","1003048","Reds","CF/LF","487","","4.72673559188843","4.7"
"Lou Whitaker","1013846","Tigers","2B","651","","4.54522943496704","4.5"
"Dwight Evans","1003865","Red Sox","RF","640","","4.52186441421509","4.5"
"Johnny Ray","1010727","Pirates","2B","648","","4.52103662490845","4.5"
"Lenny Dykstra","1003619","Mets","CF","498","","4.51493358612061","4.5"
"Dwight Gooden","1004852","Mets","P","","250.0","4.84343099594116","4.5"
"Steve Sax","1011481","Dodgers","2B","704","","4.50150299072266","4.5"
"Tony Fernandez","1004002","Blue Jays","SS","727","","4.47472858428955","4.5"
"Pete O'Brien","1009700","Rangers","1B","641","","4.32879829406738","4.3"
"Mike Krukow","1007185","Giants","P","","245.0","4.20759677886963","4.3"
"Tom Candiotti","1001911","Indians","P","","252.1","4.26384496688843","4.3"
"Frank White","1013872","Royals","2B","620","","4.2609281539917","4.3"
"Hubie Brooks","1001472","Expos","SS","338","","4.22310781478882","4.2"
"Sid Fernandez","1004001","Mets","P","","204.1","3.97002243995667","4.2"
"Jody Davis","1003060","Cubs","C","581","","4.19012260437012","4.2"
"Bruce Hurst","1006222","Red Sox","P","","174.1","4.18989944458008","4.2"
"Glenn Davis","1003052","Astros","1B","654","","4.18511962890625","4.2"
"Kevin McReynolds","1008690","Padres","CF/LF","641","","4.1677622795105","4.2"
"Gary Pettis","1010249","Angels","CF","628","","4.1105055809021","4.1"
"Eddie Murray","1009386","Orioles","1B","578","","4.10995531082153","4.1"
"Scott Fletcher","1004155","Rangers","SS","594","","4.10945081710815","4.1"
"Orel Hershiser","1005741","Dodgers","P","","231.1","3.56924486160278","4.1"
"Mark Langston","1007323","Mariners","P","","239.1","4.09648561477661","4.1"
"Mitch Webster","1013719","Expos","RF/CF","645","","4.07865190505981","4.1"
"Tony Pena","1010153","Pirates","C","565","","4.01063680648804","4.0"
"Doyle Alexander","1000122","- - -","P","","228.1","3.90783321857452","4.0"
"Tony Phillips","1010300","Athletics","2B","532","","3.98614811897278","4.0"
"Jack Morris","1009211","Tigers","P","","267.0","3.97186923027039","4.0"
"Brian Downing","1003451","Angels","LF","631","","3.94898581504822","3.9"
"Willie Randolph","1010694","Yankees","2B","601","","3.93474125862122","3.9"
"Dennis Eckersley","1003660","Cubs","P","","201.0","3.73422789573669","3.9"
"Bob Ojeda","1009756","Mets","P","","217.1","4.17878532409668","3.9"
"Chili Davis","1003041","Giants","RF/CF","618","","3.89723658561707","3.9"
"Denny Walling","1013559","Astros","3B","422","","3.88713574409485","3.9"
"Darrell Evans","1003864","Tigers","1B/DH","601","","3.80858182907104","3.8"
"George Brett","1001400","Royals","3B","529","","3.80712652206421","3.8"
"Gary Carter","1002015","Mets","C","573","","3.76415061950684","3.8"
"Dwayne Murphy","1009359","Athletics","CF","400","","3.73012757301331","3.7"
"Mike Moore","1009122","Mariners","P","","266.0","3.7266833782196","3.7"
"Charlie Leibrandt","1007492","Royals","P","","231.1","3.70726346969604","3.7"
"Floyd Youmans","1014361","Expos","P","","219.0","3.42162179946899","3.7"
"Dick Schofield","1011602","Angels","SS","529","","3.66491866111755","3.7"
"Kirk Gibson","1004669","Tigers","RF","521","","3.64534854888916","3.6"
"George Bell","1000808","Blue Jays","LF","690","","3.58831119537354","3.6"
"Tom Henke","1005649","Blue Jays","P","","91.1","3.53877902030945","3.5"
"Mike Davis","1003070","Athletics","RF","533","","3.50578713417053","3.5"
"Bret Saberhagen","1011355","Royals","P","","156.0","3.45521402359009","3.5"
"Jimmy Key","1006885","Blue Jays","P","","232.0","3.43573832511902","3.4"
"Buddy Bell","1000799","Reds","3B","655","","3.40377044677734","3.4"
"Ed Correa","1002637","Rangers","P","","202.1","3.379239320755","3.4"
"Darryl Strawberry","1012606","Mets","RF","562","","3.37842488288879","3.4"
"Andy Van Slyke","1013363","Cardinals","1B/RF","470","","3.37836956977844","3.4"
"Ron Hassey","1005479","- - -","C/DH","393","","3.3585410118103","3.4"
"Lance Parrish","1010021","Tigers","C","374","","3.35188150405884","3.4"
"Sid Bream","1001373","Pirates","1B","591","","3.34917974472046","3.3"
"Barry Bonds","1109","Pirates","CF","484","","3.33640623092651","3.3"
"Bill Doran","1003406","Astros","2B","642","","3.30854749679565","3.3"
"Wally Joyner","1006637","Angels","1B","674","","3.27735137939453","3.3"
"David Palmer","1009970","Braves","P","","209.2","3.02661275863647","3.3"
"Rich Gedman","1004592","Red Sox","C","509","","3.23353314399719","3.2"
"Rick Honeycutt","1005992","Dodgers","P","","171.0","3.13013815879822","3.2"
"Ron Darling","1002989","Mets","P","","237.0","3.45162749290466","3.2"
"Jim Morrison","1009212","Pirates","3B","593","","3.14812231063843","3.1"
"Bob Knepper","1007031","Astros","P","","258.0","3.50608921051025","3.1"
"Oddibe McDowell","1008474","Rangers","CF","643","","3.1393415927887","3.1"
"Danny Darwin","1002996","- - -","P","","184.2","3.23453867435455","3.1"
"Jim Clancy","1002255","Blue Jays","P","","219.1","3.08792686462402","3.1"
"Tom Browning","1001566","Reds","P","","243.1","3.1508800983429","3.1"
"Wally Backman","1000400","Mets","2B","440","","3.07653403282166","3.1"
"Brook Jacoby","1006318","Indians","3B","641","","3.04602670669556","3.0"
"Chet Lemon","1007518","Tigers","CF","457","","3.03964424133301","3.0"
"Dave Winfield","1014127","Yankees","RF","652","","3.03542375564575","3.0"
"Ron Guidry","1005124","Yankees","P","","192.1","3.02614092826843","3.0"
"Harold Baines","1000434","White Sox","RF","618","","3.02234888076782","3.0"
"Chris Brown","1001503","Giants","3B","463","","2.99490809440613","3.0"
"John Candelaria","1001909","Angels","P","","91.2","2.98922276496887","3.0"
"Ryne Sandberg","1011411","Cubs","2B","682","","2.98883366584778","3.0"
"Carney Lansford","1007331","Athletics","1B/3B","640","","2.97028422355652","3.0"
"Mark Gubicza","1005115","Royals","P","","180.2","2.96208739280701","3.0"
"Dave Righetti","1010958","Yankees","P","","106.2","2.95718598365784","3.0"
"Ken Oberkfell","1009677","Braves","3B","596","","2.94241333007813","2.9"
"Zane Smith","1012218","Braves","P","","204.2","3.346928358078","2.9"
"Ernie Whitt","1013912","Blue Jays","C","433","","2.92516207695007","2.9"
"Tony Bernazard","1000889","Indians","2B","636","","2.91514468193054","2.9"
"Mike Boddicker","1001111","Orioles","P","","218.1","2.91424775123596","2.9"
"Mookie Wilson","1014096","Mets","CF/LF","415","","2.91252660751343","2.9"
"Rick Reuschel","1010852","Pirates","P","","215.2","2.79439163208008","2.9"
"Mike Pagliarulo","1009959","Yankees","3B","565","","2.9046938419342","2.9"
"Nolan Ryan","1011348","Astros","P","","178.0","3.19882392883301","2.9"
"Frank Viola","1013435","Twins","P","","245.2","2.88048601150513","2.9"
"John Denny","1003210","Reds","P","","171.1","2.64148998260498","2.9"
"Danny Jackson","1006295","Royals","P","","185.2","2.86908650398254","2.9"
"Fred Lynn","1007872","Orioles","CF","456","","2.86526298522949","2.9"
"Bert Blyleven","1001098","Twins","P","","271.2","2.86369967460632","2.9"
"Jose Canseco","1001918","Athletics","RF/LF","682","","2.86150884628296","2.9"
"Juan Samuel","1011400","Phillies","2B","633","","2.85626339912415","2.9"
"Phil Bradley","1001313","Mariners","LF","614","","2.84923219680786","2.8"
"Curt Young","1014368","Athletics","P","","198.0","2.847092628479","2.8"
"Jay Tibbs","1013055","Expos","P","","190.1","2.77774882316589","2.8"
