"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Joe DiMaggio","1003311","Yankees","CF","692","","9.11821937561035","9.1"
"Lou Gehrig","1004598","Yankees","1B","700","","8.48159503936768","8.5"
"Joe Medwick","1008719","Cardinals","LF","677","","8.31377220153809","8.3"
"Hank Greenberg","1004996","Tigers","1B","701","","8.25479412078857","8.3"
"Charlie Gehringer","1004596","Tigers","2B","660","","7.42758798599243","7.4"
"Lefty Grove","1005099","Red Sox","P","","262.0","7.07154178619385","6.8"
"Lefty Gomez","1004821","Yankees","P","","278.1","6.79900693893433","6.8"
"Bill Dickey","1003271","Yankees","C","608","","6.74450254440308","6.7"
"Mel Ott","1009904","Giants","3B/RF","654","","6.71020555496216","6.7"
"Harlond Clift","1002352","Browns","3B","679","","6.61493635177612","6.6"
"Dick Bartell","1000621","Giants","SS","580","","6.593430519104","6.6"
"Johnny Mize","1009014","Cardinals","1B","621","","6.40806531906128","6.4"
"Dolph Camilli","1001860","Phillies","1B","570","","6.05940103530884","6.1"
"Luke Appling","1000284","White Sox","SS","665","","5.95894289016724","6.0"
"Claude Passeau","1010046","Phillies","P","","292.1","5.74575710296631","5.7"
"Billy Herman","1005692","Cubs","2B","632","","5.6539363861084","5.7"
"Bob Johnson","1006428","Athletics","LF","576","","5.36678838729858","5.4"
"Gene Moore","1009110","Bees","RF","631","","5.20675659179688","5.2"
"Dizzy Dean","1003106","Cardinals","P","","197.1","4.81232213973999","5.1"
"Arky Vaughan","1013377","Pirates","SS","531","","4.88820695877075","4.9"
"Tommy Bridges","1001421","Tigers","P","","245.1","4.61881923675537","4.8"
"Red Ruffing","1011296","Yankees","P","","256.1","4.51109457015991","4.8"
"Cecil Travis","1013162","Senators","SS","578","","4.72903442382813","4.7"
"Gabby Hartnett","1005458","Cubs","C","405","","4.70678472518921","4.7"
"Paul Waner","1013597","Pirates","RF","690","","4.53923463821411","4.5"
"Carl Hubbell","1006123","Giants","P","","261.2","4.47528266906738","4.5"
"Wally Moses","1009244","Athletics","RF","712","","4.42583751678467","4.4"
"Frank Demaree","1003190","Cubs","RF","687","","4.41804361343384","4.4"
"John Stone","1012568","Senators","RF/LF","609","","4.40467119216919","4.4"
"Tony Cuccinello","1002848","Bees","2B","647","","4.3583550453186","4.4"
"Van Mungo","1009321","Dodgers","P","","161.0","3.98529529571533","4.3"
"Cliff Melton","1008755","Giants","P","","248.0","4.85951614379883","4.2"
"Jimmie Foxx","1004285","Red Sox","1B","673","","4.08870315551758","4.1"
"Zeke Bonura","1001176","White Sox","1B","502","","4.00735712051392","4.0"
"Monty Stratton","1012602","White Sox","P","","164.2","4.03400754928589","3.9"
"Cy Blanton","1001055","Pirates","P","","242.2","3.94429755210876","3.9"
"Luke Hamlin","1005280","Dodgers","P","","185.2","3.92882609367371","3.9"
"Elden Auker","1000366","Tigers","P","","252.2","3.36080813407898","3.8"
"Mel Harder","1005339","Indians","P","","233.2","3.983726978302","3.8"
"Wes Ferrell","1004010","- - -","P","","281.0","2.47165498137474","3.8"
"Bill Lee","1007447","Cubs","P","","272.1","3.83322834968567","3.7"
"Joe Cronin","1002796","Red Sox","SS","671","","3.70168209075928","3.7"
"Rudy York","1014354","Tigers","C/3B","417","","3.69145536422729","3.7"
"Gee Walker","1013519","Tigers","RF/LF","683","","3.6102991104126","3.6"
"Bucky Walters","1013583","Phillies","P","","246.1","3.81775283813477","3.6"
"George Selkirk","1011732","Yankees","RF","293","","3.56833076477051","3.6"
"Russ Bauers","1000681","Pirates","P","","187.2","3.45852470397949","3.5"
"Paul Derringer","1003224","Reds","P","","222.2","3.50536680221558","3.5"
"Mike Kreevich","1007151","White Sox","CF","642","","3.50485491752625","3.5"
"Lyn Lary","1007365","Indians","SS","741","","3.3418300151825","3.3"
"Augie Galan","1004440","Cubs","LF","695","","3.32385945320129","3.3"
"Bobo Newsom","1009546","- - -","P","","275.1","3.15720763802528","3.3"
"Stan Hack","1005183","Cubs","3B","678","","3.2057957649231","3.2"
"Earl Averill","1000378","Indians","CF","702","","3.16063976287842","3.2"
"Burgess Whitehead","1013856","Giants","2B","613","","3.15581226348877","3.2"
"Hal Trosky","1013190","Indians","1B","670","","3.11104941368103","3.1"
"Johnny Marcum","1008103","Red Sox","P","","183.2","2.4786581993103","3.1"
"Thornton Lee","1007468","White Sox","P","","204.2","3.0329475402832","3.0"
"Billy Werber","1013783","Athletics","3B","576","","3.03631997108459","3.0"
"Danny MacFayden","1007904","Bees","P","","246.0","3.23547458648682","3.0"
"Johnny Allen","1000150","Indians","P","","173.0","3.80429530143738","3.0"
"Red Rolfe","1011157","Yankees","3B","740","","3.01544713973999","3.0"
"Pete Fox","1004283","Tigers","RF","679","","3.01252889633179","3.0"
"Ival Goodman","1004857","Reds","RF","618","","3.00165939331055","3.0"
"Ben Chapman","1002141","- - -","RF/CF","643","","2.99396649003029","3.0"
