"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Rogers Hornsby","1006030","Cubs","2B","712","","11.0644865036011","11.1"
"Jimmie Foxx","1004285","Athletics","1B","638","","8.02823257446289","8.0"
"Mel Ott","1009904","Giants","RF","674","","8.01405429840088","8.0"
"Al Simmons","1011978","Athletics","LF","629","","7.94625282287598","7.9"
"Babe Ruth","1011327","Yankees","RF/LF","587","","7.7590537071228","7.8"
"Lefty O'Doul","1009734","Phillies","LF","731","","7.44874143600464","7.4"
"Lou Gehrig","1004598","Yankees","1B","692","","7.28962421417236","7.3"
"Tony Lazzeri","1007422","Yankees","2B","635","","7.23400974273682","7.2"
"Lefty Grove","1005099","Athletics","P","","275.1","6.52763080596924","6.7"
"Hack Wilson","1014083","Cubs","CF","670","","6.55580759048462","6.6"
"George Uhle","1013266","Tigers","P","","249.0","5.45531177520752","6.5"
"Travis Jackson","1006314","Giants","SS","634","","6.41828775405884","6.4"
"Kiki Cuyler","1002914","Cubs","RF","596","","5.62250232696533","5.6"
"Paul Waner","1013597","Pirates","RF","703","","5.52036333084106","5.5"
"Bill Terry","1012927","Giants","1B","673","","5.35923767089844","5.4"
"Chuck Klein","1006991","Phillies","RF","679","","5.23664140701294","5.2"
"Firpo Marberry","1008100","Senators","P","","250.1","4.9363112449646","5.2"
"Red Lucas","1007808","Reds","P","","270.0","4.15340757369995","5.2"
"Watty Clark","1002315","Robins","P","","279.0","5.72160959243774","5.2"
"Babe Herman","1005691","Robins","RF","637","","5.16729211807251","5.2"
"Riggs Stephenson","1012500","Cubs","LF","582","","5.0998706817627","5.1"
"Pat Malone","1008044","Cubs","P","","267.0","5.06522417068481","5.1"
"Charlie Gehringer","1004596","Tigers","2B","715","","5.06104898452759","5.1"
"Lew Fonseca","1004205","Indians","1B","643","","5.00132703781128","5.0"
"Willis Hudlin","1006132","Indians","P","","280.1","5.11568403244019","4.9"
"Charley Root","1011188","Cubs","P","","272.0","4.96208763122559","4.7"
"Chick Hafey","1005191","Cardinals","LF","572","","4.72806024551392","4.7"
"Dolly Gray","1004969","Browns","P","","305.0","4.73637294769287","4.6"
"Mickey Cochrane","1002384","Athletics","C","606","","4.53823471069336","4.5"
"Dale Alexander","1000121","Tigers","1B","700","","4.53407287597656","4.5"
"Earle Combs","1002478","Yankees","CF","666","","4.45820379257202","4.5"
"Lu Blue","1001093","Browns","1B","712","","4.30420017242432","4.3"
"Dazzy Vance","1013342","Robins","P","","231.1","4.63848066329956","4.3"
"George Grantham","1004947","Pirates","2B","457","","4.15628433227539","4.2"
"Wes Ferrell","1004010","Indians","P","","242.2","3.57760715484619","4.1"
"Burleigh Grimes","1005061","Pirates","P","","232.2","3.58419585227966","4.1"
"Johnny Frederick","1004311","Robins","CF","682","","3.97258496284485","4.0"
"Jimmie Dykes","1003617","Athletics","3B/SS","476","","3.92030906677246","3.9"
"Erv Brame","1001338","Pirates","P","","229.2","2.84167218208313","3.9"
"Lloyd Waner","1013596","Pirates","CF","726","","3.87784147262573","3.9"
"Joe Sewell","1011766","Indians","3B","672","","3.8696231842041","3.9"
"Pinky Whitney","1013909","Phillies","3B","697","","3.81173825263977","3.8"
"Earl Averill","1000378","Indians","CF","680","","3.80048990249634","3.8"
"Heinie Manush","1008089","Browns","LF","635","","3.77959871292114","3.8"
"Curt Walker","1013510","Reds","RF","601","","3.70303535461426","3.7"
"Joe Judge","1006644","Senators","1B","638","","3.69979548454285","3.7"
"George Earnshaw","1003633","Athletics","P","","254.2","3.8996319770813","3.7"
"Taylor Douthit","1003438","Cardinals","CF","708","","3.66216421127319","3.7"
"Bing Miller","1008871","Athletics","RF","613","","3.64313459396362","3.6"
"Earl Whitehill","1013866","Tigers","P","","245.1","3.05772590637207","3.6"
"Frankie Frisch","1004364","Cardinals","2B","599","","3.58571028709412","3.6"
"Tommy Thomas","1012996","White Sox","P","","259.2","3.12693071365356","3.5"
"Jim Bottomley","1001228","Cardinals","1B","648","","3.49405360221863","3.5"
"Joe Cronin","1002796","Senators","SS","601","","3.43940496444702","3.4"
"Carl Hubbell","1006123","Giants","P","","268.0","4.21099328994751","3.4"
"Pie Traynor","1013165","Pirates","3B","597","","3.28238439559937","3.3"
"Jake Miller","1008903","Indians","P","","206.0","3.47778964042664","3.2"
"Red Faber","1003889","White Sox","P","","234.0","3.37950658798218","3.2"
"Harry Heilmann","1005590","Tigers","RF","519","","3.1613826751709","3.2"
"Harvey Hendrick","1005643","Robins","1B/LF","424","","3.13313436508179","3.1"
"Red Kress","1007160","Browns","SS","627","","3.04462885856628","3.0"
"Freddie Lindstrom","1007631","Giants","3B","600","","3.03505754470825","3.0"
"Joe Shaute","1011813","Indians","P","","162.0","2.57294058799744","3.0"
"Bill Dickey","1003271","Yankees","C","473","","2.93501925468445","2.9"
"Mule Haas","1005173","Athletics","CF","656","","2.90203714370728","2.9"
"Ted Lyons","1007887","White Sox","P","","259.1","3.25196480751038","2.9"
"Roy Johnson","1006498","Tigers","CF/LF","713","","2.86877727508545","2.9"
"Sam Rice","1010900","Senators","RF","694","","2.845294713974","2.8"
"Garland Braxton","1001368","Senators","P","","182.0","2.76836109161377","2.8"
"Jakie May","1008301","Reds","P","","199.0","2.9539520740509","2.8"
"Rube Bressler","1001398","Robins","LF","539","","2.75527405738831","2.8"
"Bill Sherdel","1011869","Cardinals","P","","195.2","2.69439601898193","2.7"
"Jimmie Wilson","1014088","Cardinals","C","449","","2.70992684364319","2.7"
"Fred Schulte","1011632","Browns","CF","520","","2.68627214431763","2.7"
"Goose Goslin","1004893","Senators","LF","639","","2.6614818572998","2.7"
"Rabbit Maranville","1008099","Braves","SS","634","","2.63182973861694","2.6"
