"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Babe Ruth","1011327","Yankees","RF/LF","652","","12.018235206604","12.0"
"Lou Gehrig","1004598","Yankees","1B","696","","7.04258918762207","7.0"
"Goose Goslin","1004893","Senators","CF/LF","656","","6.68340492248535","6.7"
"Johnny Mostil","1009255","White Sox","CF","702","","6.28930234909058","6.3"
"George Uhle","1013266","Indians","P","","318.1","5.79291343688965","6.1"
"Pete Donohue","1003390","Reds","P","","285.2","4.74452209472656","5.8"
"Hack Wilson","1014083","Cubs","CF","613","","5.71853542327881","5.7"
"Hal Carlson","1001961","Phillies","P","","267.1","5.14849901199341","5.5"
"Paul Waner","1013597","Pirates","RF","618","","5.47603559494019","5.5"
"Joe Sewell","1011766","Indians","SS","672","","5.42705011367798","5.4"
"Lefty Grove","1005099","Athletics","P","","258.0","6.01518392562866","5.3"
"Bibb Falk","1003911","White Sox","LF","657","","5.27269601821899","5.3"
"Al Simmons","1011978","Athletics","CF","642","","5.19386529922485","5.2"
"Kiki Cuyler","1002914","Pirates","CF/LF","694","","5.08068418502808","5.1"
"Tris Speaker","1012309","Indians","CF","661","","5.0603346824646","5.1"
"Earl Whitehill","1013866","Tigers","P","","252.1","4.58693647384644","5.0"
"Heinie Manush","1008089","Tigers","CF","563","","4.93846940994263","4.9"
"Harry Heilmann","1005590","Tigers","RF","598","","4.92641496658325","4.9"
"Sparky Adams","1000063","Cubs","2B","700","","4.88268613815308","4.9"
"Frankie Frisch","1004364","Giants","2B","589","","4.82236623764038","4.8"
"Les Bell","1000815","Cardinals","3B","666","","4.81492280960083","4.8"
"Willie Kamm","1006683","White Sox","3B","578","","4.77160692214966","4.8"
"Carl Mays","1008313","Reds","P","","281.0","4.46640634536743","4.8"
"George Burns","1001709","Indians","1B","657","","4.71669673919678","4.7"
"Rogers Hornsby","1006030","Cardinals","2B","604","","4.59991550445557","4.6"
"Herb Pennock","1010161","Yankees","P","","266.1","4.22219944000244","4.6"
"Travis Jackson","1006314","Giants","SS","420","","4.47303581237793","4.5"
"Charley Root","1011188","Cubs","P","","271.1","4.69427156448364","4.3"
"Ray Kremer","1007156","Pirates","P","","231.1","3.76603770256042","4.1"
"Walter Johnson","1006511","Senators","P","","260.2","4.09585475921631","4.0"
"Billy Southworth","1012291","- - -","RF","566","","3.9828799366951","4.0"
"Bubbles Hargrave","1005359","Reds","C","365","","3.97372913360596","4.0"
