"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Cal Ripken","1010978","Orioles","SS","726","","8.48654651641846","8.5"
"Steve Carlton","1001964","Phillies","P","","283.2","7.41054630279541","7.8"
"Wade Boggs","1001124","Red Sox","3B","685","","7.6984281539917","7.7"
"Dickie Thon","1013033","Astros","SS","686","","7.16806364059448","7.2"
"Rickey Henderson","194","Athletics","LF","622","","7.01689434051514","7.0"
"Dale Murphy","1009355","Braves","CF","687","","6.97289419174194","7.0"
"Mike Schmidt","1011586","Phillies","3B","669","","6.90259981155396","6.9"
"Gary Carter","1002015","Expos","C","609","","6.84882926940918","6.8"
"Eddie Murray","1009386","Orioles","1B","680","","6.77373838424683","6.8"
"Andre Dawson","1003091","Expos","CF","698","","6.47653436660767","6.5"
"Robin Yount","1014396","Brewers","SS","662","","6.44447088241577","6.4"
"Jim Rice","1010897","Red Sox","LF","689","","6.20930051803589","6.2"
"Jack Morris","1009211","Tigers","P","","293.2","6.18814706802368","6.2"
"Tim Raines","1406","Expos","LF","720","","6.03091096878052","6.0"
"Lou Whitaker","1013846","Tigers","2B","720","","5.9905161857605","6.0"
"John Denny","1003210","Phillies","P","","242.2","5.83552360534668","5.9"
"Lloyd Moseby","1009238","Blue Jays","CF","604","","5.83744621276855","5.8"
"Jose Cruz","1002841","Astros","LF","664","","5.77617120742798","5.8"
"Jerry Reuss","1010853","Dodgers","P","","223.1","4.84655332565308","5.6"
"Alan Trammell","1013157","Tigers","SS","581","","5.61459159851074","5.6"
"Chet Lemon","1007518","Tigers","CF","573","","5.59832668304443","5.6"
"Dave Righetti","1010958","Yankees","P","","217.0","5.43052196502686","5.4"
"Pedro Guerrero","1005120","Dodgers","3B","664","","5.38800954818726","5.4"
"Keith Hernandez","1005706","- - -","1B","633","","5.37822592258453","5.4"
"La Marr Hoyt","1006114","White Sox","P","","260.2","5.36702585220337","5.4"
"Dave Stieb","1012532","Blue Jays","P","","278.0","5.08888292312622","5.1"
"Floyd Bannister","1000516","White Sox","P","","217.1","5.0357494354248","5.0"
"Lance Parrish","1010021","Tigers","C","663","","4.94820308685303","4.9"
"Steve Rogers","1011138","Expos","P","","273.0","4.89344882965088","4.8"
"Rick Rhoden","1010887","Pirates","P","","244.1","4.98446273803711","4.8"
"John Candelaria","1001909","Pirates","P","","197.2","4.5427942276001","4.6"
"Carlton Fisk","1004101","White Sox","C","545","","4.55847501754761","4.6"
"Willie Upshaw","1013293","Blue Jays","1B","655","","4.53940153121948","4.5"
"Jim Beattie","1000731","Mariners","P","","196.2","4.49214887619019","4.5"
"Atlee Hammaker","1005281","Giants","P","","172.1","4.59358358383179","4.5"
"Fernando Valenzuela","1013327","Dodgers","P","","257.0","4.17922687530518","4.5"
"Johnny Ray","1010727","Pirates","2B","623","","4.42905902862549","4.4"
"Bill Doran","1003406","Astros","2B","629","","4.42022848129272","4.4"
"Paul Molitor","1009040","Brewers","3B","682","","4.40049028396606","4.4"
"Buddy Bell","1000799","Rangers","3B","678","","4.22869062423706","4.2"
"Darrell Evans","1003864","Giants","1B","611","","4.22516584396362","4.2"
"Mario Soto","1012289","Reds","P","","273.2","4.53095817565918","4.2"
"Darrell Porter","1010450","Cardinals","C","519","","4.19301700592041","4.2"
"Terry Kennedy","1006850","Padres","C","612","","4.18908405303955","4.2"
"Bobby Grich","1005033","Angels","2B","477","","4.18080425262451","4.2"
"George Brett","1001400","Royals","3B","525","","4.11096382141113","4.1"
"Bert Blyleven","1001098","Indians","P","","156.1","4.05106019973755","4.1"
"Mike Smithson","1012181","Rangers","P","","223.1","4.04871892929077","4.0"
"Ron Guidry","1005124","Yankees","P","","250.1","3.92921352386475","3.9"
"Pascual Perez","1010185","Braves","P","","215.1","3.97957348823547","3.9"
"Lonnie Smith","1012176","Cardinals","LF","547","","3.89015078544617","3.9"
"Larry McWilliams","1008700","Pirates","P","","238.0","4.28790521621704","3.9"
"Mike Boddicker","1001111","Orioles","P","","179.0","3.81207060813904","3.8"
"Tony Pena","1010153","Pirates","C","580","","3.80819821357727","3.8"
"Alejandro Pena","1010140","Dodgers","P","","177.0","4.05360984802246","3.8"
"Butch Wynegar","1014308","Yankees","C","357","","3.75603199005127","3.8"
"Eddie Milner","1008964","Reds","CF","584","","3.7485659122467","3.7"
"John Castino","1002062","Twins","2B","640","","3.74086761474609","3.7"
"Storm Davis","1003080","Orioles","P","","200.1","3.72949504852295","3.7"
"Scott McGregor","1008546","Orioles","P","","260.0","3.70255541801453","3.7"
"Gary Ward","1013611","Twins","LF","676","","3.69597768783569","3.7"
"Larry Herndon","1005717","Tigers","LF","658","","3.69405794143677","3.7"
"Ted Simmons","1011986","Brewers","C/DH","650","","3.65676259994507","3.7"
"Bill Gullickson","1005136","Expos","P","","242.1","3.43691349029541","3.6"
"Alan Wiggins","1013931","Padres","1B/CF/LF","585","","3.6005642414093","3.6"
"Ernie Whitt","1013912","Blue Jays","C","400","","3.592041015625","3.6"
"Joe Morgan","1009179","Phillies","2B","504","","3.53636908531189","3.5"
"Jim Gantner","1004483","Brewers","2B","662","","3.52705311775208","3.5"
"Cecil Cooper","1002592","Brewers","1B","710","","3.50916767120361","3.5"
"George Hendrick","1005642","Cardinals","1B/RF","593","","3.47991371154785","3.5"
"Rich Gossage","1004894","Yankees","P","","87.1","3.47714018821716","3.5"
"Bob Welch","1013750","Dodgers","P","","204.0","3.65040922164917","3.4"
"Ozzie Smith","1012186","Cardinals","SS","626","","3.3723132610321","3.4"
"Don Sutton","1012745","Brewers","P","","220.1","3.36318755149841","3.4"
"Jack Clark","1002288","Giants","RF","574","","3.30747699737549","3.3"
"Matt Young","1014385","Mariners","P","","203.2","3.30086159706116","3.3"
"Ray Knight","1007043","Astros","1B","567","","3.29634237289429","3.3"
"Bruce Berenyi","1000864","Reds","P","","186.1","3.01865196228027","3.3"
"Tommy John","1006515","Angels","P","","234.2","3.26340818405151","3.3"
"Charlie Hough","1006050","Rangers","P","","252.0","3.21167683601379","3.2"
"Shane Rawley","1010719","Yankees","P","","238.1","3.20927715301514","3.2"
"Danny Darwin","1002996","Rangers","P","","183.0","3.18038558959961","3.2"
"Willie Randolph","1010694","Yankees","2B","477","","3.1495668888092","3.1"
"Terry Puhl","1010562","Astros","RF","512","","3.14608979225159","3.1"
"Britt Burns","1001702","White Sox","P","","173.2","3.14149141311646","3.1"
"Jeffrey Leonard","1007535","Giants","LF","558","","3.11752533912659","3.1"
"Ken Oberkfell","1009677","Cardinals","3B","557","","3.09252047538757","3.1"
"Don Baylor","1000700","Yankees","DH","597","","3.07673001289368","3.1"
"Dave Winfield","1014127","Yankees","CF/LF","664","","3.03420329093933","3.0"
"George Wright","1014279","Rangers","CF","681","","2.99748849868774","3.0"
"Fred Breining","1001381","Giants","P","","202.2","2.8394660949707","3.0"
"Rick Sutcliffe","1012734","Indians","P","","243.1","2.99477481842041","3.0"
"Jose DeLeon","1003168","Pirates","P","","108.0","3.03136944770813","3.0"
"Len Barker","1000546","- - -","P","","182.2","3.00883412361145","3.0"
"Roy Smalley","1012078","Yankees","SS","520","","2.94466686248779","2.9"
"Charlie Lea","1007423","Expos","P","","222.0","3.19164085388184","2.9"
"Nolan Ryan","1011348","Astros","P","","196.1","3.38621783256531","2.9"
"Bob Knepper","1007031","Astros","P","","203.0","2.56020450592041","2.9"
"Ken Landreaux","1007303","Dodgers","CF","524","","2.88993811607361","2.9"
"Moose Haas","1005172","Brewers","P","","179.0","2.89125823974609","2.9"
"Richard Dotson","1003424","White Sox","P","","240.0","2.85467457771301","2.9"
"Mel Hall","1005259","Cubs","CF","458","","2.85253357887268","2.9"
"Scott Fletcher","1004155","White Sox","SS","302","","2.83027458190918","2.8"
"Julio Cruz","1002842","- - -","2B","580","","2.81761580705643","2.8"
"Jim Gott","1004898","Blue Jays","P","","176.2","2.79903197288513","2.8"
"Darryl Strawberry","1012606","Mets","RF","473","","2.79039859771729","2.8"
"Jim Clancy","1002255","Blue Jays","P","","223.0","2.78772830963135","2.8"
"Bob Horner","1006026","Braves","3B","439","","2.78210163116455","2.8"
"Tim Wallach","1013554","Expos","3B","647","","2.77409148216248","2.8"
"Rudy Law","1007402","White Sox","CF","551","","2.77319169044495","2.8"
"Dan Quisenberry","1010622","Royals","P","","139.0","2.74588799476624","2.7"
"Rance Mulliniks","1009309","Blue Jays","3B","427","","2.74119162559509","2.7"
"Bill Sample","1011396","Rangers","LF","611","","2.73679709434509","2.7"
"Tom Herr","1005737","Cardinals","2B","368","","2.73618650436401","2.7"
"Luis Leal","1007431","Blue Jays","P","","217.1","2.71356463432312","2.7"
"Tom Seaver","1011708","Mets","P","","231.0","2.42471837997437","2.7"
"Rick Honeycutt","1005992","- - -","P","","213.2","2.7947124093771","2.7"
"Hal McRae","1008687","Royals","DH","654","","2.67914485931396","2.7"
"Gary Gaetti","1004422","Twins","3B","650","","2.66693377494812","2.7"
"Brett Butler","1001772","Braves","CF/LF","613","","2.66136860847473","2.7"
"Bruce Benedict","1000829","Braves","C","492","","2.6551513671875","2.7"
"Greg Luzinski","1007855","White Sox","DH","593","","2.64932870864868","2.6"
"Tom Brunansky","1001589","Twins","RF/CF","611","","2.64782929420471","2.6"
"Ryne Sandberg","1011411","Cubs","2B","699","","2.64308929443359","2.6"
"Craig McMurtry","1008651","Braves","P","","224.2","3.13304996490479","2.6"
"Carney Lansford","1007331","Athletics","3B","328","","2.64051699638367","2.6"
"Willie Aikens","1000090","Royals","1B","458","","2.63235211372375","2.6"
"Mike Krukow","1007185","Giants","P","","184.1","2.04643964767456","2.6"
"Joe Niekro","1009582","Astros","P","","263.2","3.06094694137573","2.6"
"Tom Paciorek","1009938","White Sox","1B","456","","2.61810159683228","2.6"
"Jody Davis","1003060","Cubs","C","550","","2.61229968070984","2.6"
"Ken Forsch","1004234","Angels","P","","219.1","2.58311796188354","2.6"
"Bruce Hurst","1006222","Red Sox","P","","211.1","2.56986570358276","2.6"
"Glenn Hubbard","1006120","Braves","2B","592","","2.56671547889709","2.6"
"Frank Tanana","1012818","Rangers","P","","159.1","2.56156396865845","2.6"
"Enos Cabell","1001804","Tigers","1B","420","","2.5395519733429","2.5"
"Steve Trout","1013197","Cubs","P","","180.0","2.4368531703949","2.5"
"Jesse Barfield","1000537","Blue Jays","RF","420","","2.52597188949585","2.5"
"Vance Law","1007409","White Sox","3B","471","","2.51186275482178","2.5"
"Ben Oglivie","1009746","Brewers","LF","483","","2.5100724697113","2.5"
"Dick Ruthven","1011330","- - -","P","","183.0","2.2673003077507","2.5"
"Graig Nettles","1009517","Yankees","3B","519","","2.50274991989136","2.5"
"Kent Hrbek","1006117","Twins","1B","582","","2.49725484848022","2.5"
"Ken Singleton","1012011","Orioles","DH","612","","2.47924375534058","2.5"
"Geoff Zahn","1014410","Angels","P","","203.0","2.45761656761169","2.5"
"Doug DeCinces","1003123","Angels","3B","411","","2.45582485198975","2.5"
"Jason Thompson","1013014","Pirates","1B","623","","2.44829154014587","2.4"
"Tony Bernazard","1000889","- - -","2B","606","","2.42592751979828","2.4"
"Marty Bystrom","1001802","Phillies","P","","119.1","2.16553735733032","2.4"
"Mike Moore","1009122","Mariners","P","","128.0","2.42302346229553","2.4"
"Barry Bonnell","1001171","Blue Jays","RF/LF","417","","2.41060543060303","2.4"
"Bill Madlock","1007957","Pirates","3B","530","","2.39656496047974","2.4"
"Davey Lopes","1007750","Athletics","2B","561","","2.37325143814087","2.4"
"Toby Harrah","1005384","Indians","3B","615","","2.36814880371094","2.4"
"Jerry Mumphrey","1009314","- - -","CF","469","","2.36424052715302","2.4"
"Neal Heaton","1005568","Indians","P","","149.1","2.36249303817749","2.4"
"Jesse Orosco","667","Mets","P","","110.0","2.15924453735352","2.3"
"Gary Redus","1010758","Reds","LF","531","","2.34666514396667","2.3"
"Lee Smith","1012175","Cubs","P","","103.1","2.35207772254944","2.3"
"Warren Cromartie","1002786","Expos","RF","410","","2.31882071495056","2.3"
"Mike Davis","1003070","Athletics","RF","484","","2.31682419776917","2.3"
"Fergie Jenkins","1006388","Cubs","P","","167.1","1.89297866821289","2.3"
"Bob Stanley","1012409","Red Sox","P","","145.1","2.29184007644653","2.3"
"Charles Hudson","1006134","Phillies","P","","169.1","2.54382610321045","2.3"
"Frank DiPino","1003320","Astros","P","","71.1","2.21433615684509","2.3"
"Ken Griffey","1005044","Yankees","1B","499","","2.27824997901917","2.3"
"Steve Howe","1006107","Dodgers","P","","68.2","2.24122190475464","2.3"
"Lary Sorensen","1012279","Indians","P","","222.2","2.24532437324524","2.2"
"Lee Lacy","1007243","Pirates","RF/LF","313","","2.21849751472473","2.2"
"Paul Splittorff","1012346","Royals","P","","156.0","2.20831513404846","2.2"
"Rod Carew","1001942","Angels","1B","536","","2.20769000053406","2.2"
"Chuck Porter","1010448","Brewers","P","","134.0","2.19388365745544","2.2"
"Dave LaPoint","1007338","Cardinals","P","","191.1","1.92771303653717","2.1"
"Andre Thornton","1013037","Indians","DH","605","","2.11016702651978","2.1"
"Harold Baines","1000434","White Sox","RF","655","","2.09098529815674","2.1"
"Joel Youngblood","1014383","Giants","2B","415","","2.07931709289551","2.1"
"Ron Davis","1003075","Twins","P","","89.0","2.0697968006134","2.1"
"Willie McGee","1008513","Cardinals","CF","631","","2.06637954711914","2.1"
"Frank White","1013872","Royals","2B","579","","2.0660080909729","2.1"
"David Green","1004990","Cardinals","RF","456","","2.05650639533997","2.1"
"Andy Van Slyke","1013363","Cardinals","3B/LF","361","","2.05297374725342","2.1"
"Rafael Ramirez","1010673","Braves","SS","668","","2.041659116745","2.0"
"Milt Wilcox","1013939","Tigers","P","","186.0","2.03217792510986","2.0"
"Ron Kittle","1006982","White Sox","LF","570","","2.02413368225098","2.0"
