"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Babe Ruth","1011327","Yankees","RF/LF","663","","10.7305736541748","10.7"
"Lou Gehrig","1004598","Yankees","1B","738","","9.15106391906738","9.2"
"Al Simmons","1011978","Athletics","LF","563","","7.90180158615112","7.9"
"Lefty Grove","1005099","Athletics","P","","288.2","7.31487846374512","7.1"
"Joe Cronin","1002796","Senators","SS","700","","6.96105575561523","7.0"
"Bill Terry","1012927","Giants","1B","662","","6.31668567657471","6.3"
"Max Bishop","1000994","Athletics","2B","614","","6.19768095016479","6.2"
"Wally Berger","1000875","Braves","CF","678","","6.17786884307861","6.2"
"Ben Chapman","1002141","Yankees","RF/LF","686","","6.14681673049927","6.1"
"Wes Ferrell","1004010","Indians","P","","276.1","4.11692810058594","6.1"
"Earl Averill","1000378","Indians","CF","701","","6.07168817520142","6.1"
"George Earnshaw","1003633","Athletics","P","","281.2","5.12665700912476","5.9"
"Mel Ott","1009904","Giants","RF/CF","580","","5.8369345664978","5.8"
"Mickey Cochrane","1002384","Athletics","C","521","","5.58133888244629","5.6"
"Woody English","1003785","Cubs","SS","727","","5.57450819015503","5.6"
"Travis Jackson","1006314","Giants","SS","594","","5.43527889251709","5.4"
"Goose Goslin","1004893","Browns","LF","675","","5.38131761550903","5.4"
"Rogers Hornsby","1006030","Cubs","2B/3B","418","","5.17433166503906","5.2"
"Jimmie Foxx","1004285","Athletics","1B","593","","5.09052419662476","5.1"
"Kiki Cuyler","1002914","Cubs","RF/CF","710","","5.03832769393921","5.0"
"Earl Webb","1013708","Red Sox","RF","660","","4.94330883026123","4.9"
"Paul Waner","1013597","Pirates","RF","646","","4.92799282073975","4.9"
"Watty Clark","1002315","Robins","P","","233.1","4.49826955795288","4.9"
"Ray Benge","1000831","Phillies","P","","247.0","5.18565464019775","4.9"
"Charley Root","1011188","Cubs","P","","251.0","4.50444793701172","4.8"
"Lyn Lary","1007365","Yankees","SS","712","","4.74528789520264","4.7"
"Chick Hafey","1005191","Cardinals","LF","494","","4.67930555343628","4.7"
"Tony Cuccinello","1002848","Reds","2B","639","","4.63455724716187","4.6"
"Chuck Klein","1006991","Phillies","RF/LF","656","","4.56482839584351","4.6"
"Ed Morgan","1009176","Indians","1B","552","","4.53761005401611","4.5"
"Lu Blue","1001093","White Sox","1B","725","","4.41330099105835","4.4"
"Sam West","1013813","Senators","CF","559","","4.3661904335022","4.4"
"Carl Hubbell","1006123","Giants","P","","248.0","3.88550066947937","4.3"
"Red Lucas","1007808","Reds","P","","238.0","3.08253812789917","4.2"
"Lefty Stewart","1012524","Browns","P","","258.0","3.36446976661682","4.2"
"Earle Combs","1002478","Yankees","CF","636","","4.12417316436768","4.1"
"Frankie Frisch","1004364","Cardinals","2B","570","","4.10036993026733","4.1"
"Dazzy Vance","1013342","Robins","P","","218.2","4.32972288131714","4.0"
"Lefty Gomez","1004821","Yankees","P","","243.0","4.27994680404663","3.9"
"Babe Herman","1005691","Robins","RF","661","","3.86173796653748","3.9"
"Bill Dickey","1003271","Yankees","C","523","","3.84159636497498","3.8"
"Charlie Gelbert","1004607","Cardinals","SS","505","","3.81910562515259","3.8"
"Red Ruffing","1011296","Yankees","P","","237.0","3.11520910263062","3.8"
"Dolly Gray","1004969","Browns","P","","258.0","3.83633065223694","3.8"
"Lefty O'Doul","1009734","Robins","LF","564","","3.68496489524841","3.7"
"Clint Brown","1001504","Indians","P","","233.1","3.77360272407532","3.7"
"Syl Johnson","1006505","Cardinals","P","","186.0","3.45455837249756","3.6"
"Charlie Grimm","1005068","Cubs","1B","596","","3.60798907279968","3.6"
"Herb Pennock","1010161","Yankees","P","","189.1","3.4236216545105","3.5"
