"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Phil Niekro","1009583","Braves","P","","334.1","8.64537811279297","9.1"
"Ron Guidry","1005124","Yankees","P","","273.2","9.06901264190674","9.1"
"Jim Rice","1010897","Red Sox","LF/DH","746","","7.74128198623657","7.7"
"Amos Otis","1009893","Royals","CF","567","","7.17809963226318","7.2"
"Jon Matlack","1008246","Rangers","P","","270.0","6.84132194519043","6.8"
"Dave Parker","1010000","Pirates","RF","642","","6.80488061904907","6.8"
"J.R. Richard","1010913","Astros","P","","275.1","6.44854259490967","6.6"
"Doug DeCinces","1003123","Orioles","3B","561","","6.5783486366272","6.6"
"Mike Caldwell","1001830","Brewers","P","","293.1","6.32676124572754","6.3"
"Graig Nettles","1009517","Yankees","3B","662","","6.04558658599854","6.0"
"Ted Simmons","1011986","Cardinals","C","604","","5.85817909240723","5.9"
"Vida Blue","1001094","Giants","P","","258.0","5.56688356399536","5.8"
"Jack Clark","1002288","Giants","RF","657","","5.71098852157593","5.7"
"Carlton Fisk","1004101","Red Sox","C","658","","5.7109432220459","5.7"
"Ron Cey","1002108","Dodgers","3B","667","","5.66929006576538","5.7"
"John Stearns","1012446","Mets","C","563","","5.58918571472168","5.6"
"Roy Smalley","1012078","Twins","SS","702","","5.56012630462646","5.6"
"Sal Bando","1000505","Brewers","3B","629","","5.55555057525635","5.6"
"Mike Schmidt","1011586","Phillies","3B","616","","5.47397470474243","5.5"
"George Foster","1004250","Reds","LF","687","","5.44278192520142","5.4"
"Gaylord Perry","1010210","Padres","P","","260.2","5.85303497314453","5.4"
"Ellis Valentine","1013326","Expos","RF","612","","5.37130975723267","5.4"
"Greg Luzinski","1007855","Phillies","LF","655","","5.35107040405273","5.4"
"Fergie Jenkins","1006388","Rangers","P","","249.0","5.30429744720459","5.3"
"Willie Randolph","1010694","Yankees","2B","596","","5.24530172348022","5.2"
"Jim Sundberg","1012724","Rangers","C","592","","5.19717454910278","5.2"
"Andre Thornton","1013037","Indians","1B","617","","5.12868165969849","5.1"
"Davey Lopes","1007750","Dodgers","2B","665","","5.12847089767456","5.1"
"Gary Carter","1002015","Expos","C","607","","5.05968809127808","5.1"
"Jason Thompson","1013014","Tigers","1B","669","","5.05253982543945","5.1"
