"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Walter Johnson","1006511","Senators","P","","369.2","8.82894229888916","9.8"
"Pete Alexander","1000128","Phillies","P","","389.0","7.4216456413269","8.4"
"Tris Speaker","1012309","Indians","CF","647","","7.99809122085571","8.0"
"Ty Cobb","1002378","Tigers","CF","636","","7.77292346954346","7.8"
"Joe Jackson","1006301","White Sox","LF","659","","6.51853656768799","6.5"
"Zack Wheat","1013828","Robins","LF","626","","6.39057779312134","6.4"
"Eddie Collins","1002451","White Sox","2B","673","","6.36871528625488","6.4"
"Art Fletcher","1004149","Giants","SS","542","","5.97830057144165","6.0"
"Babe Ruth","1011327","Red Sox","P","","323.2","4.53862333297729","5.4"
"Heinie Groh","1005078","Reds","3B","652","","5.38526439666748","5.4"
"Rogers Hornsby","1006030","Cardinals","3B/SS","550","","5.2954158782959","5.3"
"Dick Rudolph","1011284","Braves","P","","312.0","4.86743879318237","5.0"
"Harry Coveleski","1002681","Tigers","P","","324.1","4.84444189071655","5.0"
"Max Carey","1001944","Pirates","CF","679","","4.88429498672485","4.9"
"Larry Gardner","1004528","Red Sox","3B","566","","4.80080366134644","4.8"
"Bill Hinchman","1005839","Pirates","RF","628","","4.70007419586182","4.7"
"Al Demaree","1003187","Phillies","P","","285.0","5.17417573928833","4.7"
"Jeff Pfeffer","1010264","Robins","P","","328.2","4.47060108184814","4.7"
"Cy Williams","1013981","Cubs","CF","484","","4.59414958953857","4.6"
"Rabbit Maranville","1008099","Braves","SS","680","","4.54530763626099","4.5"
"Amos Strunk","1012634","Athletics","CF","634","","4.53545761108398","4.5"
"Roger Peckinpaugh","1010116","Yankees","SS","635","","4.45407009124756","4.5"
"Bobby Veach","1013388","Tigers","LF","645","","4.44884967803955","4.4"
"Hippo Vaughn","1013384","Cubs","P","","294.0","4.86248111724854","4.4"
"Wally Pipp","1010365","Yankees","1B","617","","4.36738729476929","4.4"
"Eppa Rixey","1011008","Phillies","P","","287.0","4.60783100128174","4.4"
"Happy Felsch","1003977","White Sox","CF","593","","4.28851699829102","4.3"
"Reb Russell","1011321","White Sox","P","","264.1","5.18483257293701","4.2"
"Dutch Leonard","1007532","Red Sox","P","","274.0","3.95372152328491","4.2"
"Larry Doyle","1003467","- - -","2B","527","","4.12762176990509","4.1"
"Gavvy Cravath","1002735","Phillies","RF","532","","4.08107423782349","4.1"
"Burt Shotton","1011933","Browns","LF","728","","4.02353525161743","4.0"
"Hal Chase","1002163","Reds","1B","571","","4.01034307479858","4.0"
"Jake Daubert","1003005","Robins","1B","555","","3.99359083175659","4.0"
"Jim Bagby","1000411","Indians","P","","272.2","4.03974008560181","4.0"
"Rube Marquard","1008125","Robins","P","","205.0","4.01949262619019","3.9"
"Benny Kauff","1006715","Giants","CF","632","","3.86484742164612","3.9"
"George Sisler","1012021","Browns","1B","644","","3.34860062599182","3.8"
"Del Pratt","1010512","Browns","2B","669","","3.82678508758545","3.8"
"Dave Robertson","1011027","Giants","RF","620","","3.75488424301147","3.8"
"Lefty Tyler","1013252","Braves","P","","249.1","2.82517099380493","3.7"
"Heinie Zimmerman","1014444","- - -","3B","588","","3.71798259019852","3.7"
"Frank Baker","1000453","Yankees","3B","402","","3.69693160057068","3.7"
"Ed Konetchy","1007093","Braves","1B","636","","3.68978929519653","3.7"
"Harry Hooper","1006002","Red Sox","RF","670","","3.64483737945557","3.6"
"Red Smith","1012197","Braves","3B","584","","3.50514578819275","3.5"
"Lefty Williams","1014015","White Sox","P","","224.1","3.50425100326538","3.5"
"Bob Shawkey","1011825","Yankees","P","","276.2","3.47620391845703","3.3"
"Casey Stengel","1012481","Robins","RF","511","","3.31825590133667","3.3"
"Hooks Dauss","1003011","Tigers","P","","238.2","2.26763081550598","3.3"
"Dode Paskert","1010042","Phillies","CF","624","","3.26315569877625","3.3"
"Claude Hendrix","1005638","Cubs","P","","218.0","2.85819244384766","3.3"
"Dave Bancroft","1000503","Phillies","SS","571","","3.24323081970215","3.2"
"Ossie Vitt","1013444","Tigers","3B","705","","3.22837924957275","3.2"
"Harry Harper","1005379","Senators","P","","249.2","3.09775376319885","3.2"
"Fred Toney","1013116","Reds","P","","300.0","3.72284841537476","3.2"
"Dave Davenport","1003016","Browns","P","","290.2","2.7240424156189","3.1"
"Guy Morton","1009232","Indians","P","","149.2","3.20454835891724","3.1"
"George Burns","1001708","Giants","LF","696","","3.07892179489136","3.1"
"Mike Mowrey","1009271","Robins","3B","581","","3.02205586433411","3.0"
"Bert Gallia","1004460","Senators","P","","283.2","2.88172245025635","3.0"
"Ray Morgan","1009182","Senators","2B","398","","2.98445844650269","3.0"
"Honus Wagner","1013485","Pirates","SS","484","","2.97368717193604","3.0"
"Sherry Smith","1012205","Robins","P","","219.0","2.22655200958252","3.0"
"Stan Coveleski","1002682","Indians","P","","232.0","2.97009825706482","3.0"
"Pete Schneider","1011597","Reds","P","","274.1","2.54225397109985","2.9"
"Buck Herzog","1005745","- - -","2B/SS","638","","2.8820344209671","2.9"
